pair,threshold_bps,cost_bps,regime_policy,oos_kind,execution_model,pair_scope,fold_count,insufficient_train_fold_count,total_signal_count,realized_event_count,censored_event_count,censor_rate,event_count,mean_net_bps,median_net_bps,win_rate,mae_bps,mfe_bps,holding_minutes,mean_mae_bps,median_mae_bps,mean_mfe_bps,median_mfe_bps,mean_holding_minutes,median_holding_minutes,capital_occupancy_rate,same_pair_blocked_overlap_signal_count,cross_pair_overlapping_event_count,naive_event_bootstrap_ci_low,naive_event_bootstrap_ci_high,block_bootstrap_ci_low,block_bootstrap_ci_high,bootstrap_mean_ci_low_bps,bootstrap_mean_ci_high_bps,bootstrap_method_primary,bootstrap_confidence_level,bootstrap_samples
hyperliquid/okx,200,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,0,0,0,,0,,,,,,,,,,,,,0.0,0,0,,,,,,,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,100,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,54,213,163,50,0.2347417840375587,163,6.956147994124932,-2.0667521841266456,0.44785276073619634,-2.5465425423153465,27.972388892090414,214.23312883435582,-2.5465425423153465,-1.3605672960848025,27.972388892090414,19.306456152505813,214.23312883435582,45.0,0.15799278322401802,6159,106,2.3298895919189437,11.840451526679168,0.6722757020513366,15.523006368322676,0.6722757020513366,15.523006368322676,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,100,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,54,213,163,50,0.2347417840375587,163,-13.043852005875069,-22.066752184126646,0.19631901840490798,-2.5465425423153465,27.972388892090414,214.23312883435582,-2.5465425423153465,-1.3605672960848025,27.972388892090414,19.306456152505813,214.23312883435582,45.0,0.15799278322401802,6159,106,-17.775405254176256,-7.778491781306606,-18.6340532422161,-3.8958434801668136,-18.6340532422161,-3.8958434801668136,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,100,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,54,213,163,50,0.2347417840375587,163,-53.04385200587506,-62.06675218412664,0.07975460122699386,-2.5465425423153465,27.972388892090414,214.23312883435582,-2.5465425423153465,-1.3605672960848025,27.972388892090414,19.306456152505813,214.23312883435582,45.0,0.15799278322401802,6159,106,-57.74197163901819,-48.25397862208756,-58.88896332245187,-44.35454480520503,-58.88896332245187,-44.35454480520503,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,150,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,39,276,247,29,0.10507246376811594,247,-2.3077885685191957,-6.8117210770745995,0.29554655870445345,-4.437693314759836,20.090581864702507,151.76113360323887,-4.437693314759836,-2.795921684306535,20.090581864702507,14.487529548664613,151.76113360323887,45.0,0.16966768250683864,3777,186,-4.555406524285943,0.09998408517273603,-5.413673651356642,1.0990218291897629,-5.413673651356642,1.0990218291897629,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,150,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,39,276,247,29,0.10507246376811594,247,-22.307788568519193,-26.8117210770746,0.10931174089068826,-4.437693314759836,20.090581864702507,151.76113360323887,-4.437693314759836,-2.795921684306535,20.090581864702507,14.487529548664613,151.76113360323887,45.0,0.16966768250683864,3777,186,-24.39092641548329,-19.988897527033235,-25.313701992940874,-18.742360943063495,-25.313701992940874,-18.742360943063495,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,150,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,39,276,247,29,0.10507246376811594,247,-62.30778856851919,-66.8117210770746,0.012145748987854251,-4.437693314759836,20.090581864702507,151.76113360323887,-4.437693314759836,-2.795921684306535,20.090581864702507,14.487529548664613,151.76113360323887,45.0,0.16966768250683864,3777,186,-64.4688060043472,-60.06877332458902,-65.36526108098403,-58.77676080695962,-65.36526108098403,-58.77676080695962,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,200,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,47,190,182,8,0.042105263157894736,182,-5.234336668302899,-9.742224114094848,0.23626373626373626,-4.243842617377857,17.035660283105795,117.52747252747253,-4.243842617377857,0.4139504677636019,17.035660283105795,11.427112911875925,117.52747252747253,30.0,0.09699598536965244,1231,123,-7.837790819208873,-2.754573304206706,-9.086537749347059,-0.035241750754655056,-9.086537749347059,-0.035241750754655056,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,200,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,47,190,182,8,0.042105263157894736,182,-25.234336668302902,-29.742224114094846,0.08791208791208792,-4.243842617377857,17.035660283105795,117.52747252747253,-4.243842617377857,0.4139504677636019,17.035660283105795,11.427112911875925,117.52747252747253,30.0,0.09699598536965244,1231,123,-27.75402466323459,-22.455387844139743,-29.04218284807243,-20.006385413020183,-29.04218284807243,-20.006385413020183,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_GATE_PAIRS,200,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,47,190,182,8,0.042105263157894736,182,-65.2343366683029,-69.74222411409485,0.005494505494505495,-4.243842617377857,17.035660283105795,117.52747252747253,-4.243842617377857,0.4139504677636019,17.035660283105795,11.427112911875925,117.52747252747253,30.0,0.09699598536965244,1231,123,-67.73493025574123,-62.59715234242547,-68.83756054596527,-60.25193636807732,-68.83756054596527,-60.25193636807732,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,100,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,102,119,108,11,0.09243697478991597,108,-7.447424942395291,-9.009240649589746,0.2962962962962963,-4.1537384828448145,19.976925802731103,73.61111111111111,-4.1537384828448145,2.299638015447747,19.976925802731103,15.271431434273897,73.61111111111111,30.0,0.023975561734312815,468,66,-11.031008930373698,-4.296643203358764,-10.085939193648212,-4.282143833308703,-10.085939193648212,-4.282143833308703,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,100,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,102,119,108,11,0.09243697478991597,108,-27.44742494239529,-29.009240649589746,0.046296296296296294,-4.1537384828448145,19.976925802731103,73.61111111111111,-4.1537384828448145,2.299638015447747,19.976925802731103,15.271431434273897,73.61111111111111,30.0,0.023975561734312815,468,66,-30.893506564956212,-24.258410134288983,-30.28448009375872,-24.16135555003613,-30.28448009375872,-24.16135555003613,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,100,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,102,119,108,11,0.09243697478991597,108,-67.44742494239529,-69.00924064958974,0.0,-4.1537384828448145,19.976925802731103,73.61111111111111,-4.1537384828448145,2.299638015447747,19.976925802731103,15.271431434273897,73.61111111111111,30.0,0.023975561734312815,468,66,-70.88825006091345,-64.34602925764781,-70.34112846895628,-64.246604834182,-70.34112846895628,-64.246604834182,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,150,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,114,25,22,3,0.12,22,11.434718492732728,20.38731084683552,0.6818181818181818,-7.053755548276263,41.84123226725864,75.0,-7.053755548276263,-11.70560636611584,41.84123226725864,45.15951758563563,75.0,37.5,0.0049791630938893095,100,14,-0.4614707604960106,22.31223878057002,0.7271937997927699,30.689391418635843,0.7271937997927699,30.689391418635843,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,150,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,114,25,22,3,0.12,22,-8.565281507267274,0.3873108468355184,0.5,-7.053755548276263,41.84123226725864,75.0,-7.053755548276263,-11.70560636611584,41.84123226725864,45.15951758563563,75.0,37.5,0.0049791630938893095,100,14,-20.052183916378645,2.146685758918286,-19.075789183197685,10.689391418635845,-19.075789183197685,10.689391418635845,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,150,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,114,25,22,3,0.12,22,-48.56528150726728,-39.61268915316448,0.0,-7.053755548276263,41.84123226725864,75.0,-7.053755548276263,-11.70560636611584,41.84123226725864,45.15951758563563,75.0,37.5,0.0049791630938893095,100,14,-60.15449477218394,-37.98767781377567,-59.075789183197685,-29.31060858136416,-59.075789183197685,-29.31060858136416,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,200,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,114,13,12,1,0.07692307692307693,12,5.041414792668079,-1.0537491763184912,0.5,-15.234523428290515,36.9447703696274,41.25,-15.234523428290515,-6.347027246933479,36.9447703696274,25.92218409418423,41.25,37.5,0.001494240917179975,12,8,-7.789954954384188,19.68787636065462,1.9974624885105914,8.085367096825564,1.9974624885105914,8.085367096825564,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,200,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,114,13,12,1,0.07692307692307693,12,-14.958585207331923,-21.05374917631849,0.25,-15.234523428290515,36.9447703696274,41.25,-15.234523428290515,-6.347027246933479,36.9447703696274,25.92218409418423,41.25,37.5,0.001494240917179975,12,8,-28.120213716111284,-0.5654240864330381,-18.002537511489408,-11.914632903174436,-18.002537511489408,-11.914632903174436,DAY_BLOCK_BOOTSTRAP,0.95,2000
ALL_NON_GATE_PAIRS,200,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,114,13,12,1,0.07692307692307693,12,-54.95858520733193,-61.05374917631849,0.0,-15.234523428290515,36.9447703696274,41.25,-15.234523428290515,-6.347027246933479,36.9447703696274,25.92218409418423,41.25,37.5,0.001494240917179975,12,8,-67.1455917041952,-40.36048755462667,-58.0025375114894,-51.914632903174436,-58.0025375114894,-51.914632903174436,DAY_BLOCK_BOOTSTRAP,0.95,2000
