pair,threshold_bps,cost_bps,regime_policy,oos_kind,execution_model,pair_scope,fold_count,insufficient_train_fold_count,total_signal_count,realized_event_count,censored_event_count,censor_rate,event_count,mean_net_bps,median_net_bps,win_rate,mae_bps,mfe_bps,holding_minutes,mean_mae_bps,median_mae_bps,mean_mfe_bps,median_mfe_bps,mean_holding_minutes,median_holding_minutes,capital_occupancy_rate,same_pair_blocked_overlap_signal_count,cross_pair_overlapping_event_count,naive_event_bootstrap_ci_low,naive_event_bootstrap_ci_high,block_bootstrap_ci_low,block_bootstrap_ci_high,bootstrap_mean_ci_low_bps,bootstrap_mean_ci_high_bps,bootstrap_method_primary,bootstrap_confidence_level,bootstrap_samples
bitget/gate,150,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,11,46,40,6,0.13043478260869565,40,-60.713883523040195,-66.11259834549958,0.025,2.343457635957779,20.749006703056434,112.875,2.343457635957779,0.7440103985534297,20.749006703056434,16.600606918379945,112.875,30.0,0.08182761267251241,521,0,-65.94853367566128,-54.82461372705992,-65.19322944729721,-51.107628157897544,-65.19322944729721,-51.107628157897544,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/gate,200,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,19,5,5,0,0.0,5,12.55732940411327,7.363755034750525,0.8,-8.752938199175777,34.35208825311742,168.0,-8.752938199175777,-14.300766788459818,34.35208825311742,27.614017025638926,168.0,45.0,0.015257282140236549,48,0,-10.29899883641436,33.026075446800824,-29.09332275372708,28.749022044792437,-29.09332275372708,28.749022044792437,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/gate,200,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,19,5,5,0,0.0,5,-7.44267059588673,-12.636244965249475,0.4,-8.752938199175777,34.35208825311742,168.0,-8.752938199175777,-14.300766788459818,34.35208825311742,27.614017025638926,168.0,45.0,0.015257282140236549,48,0,-30.29899883641436,13.026075446800823,-49.09332275372708,8.74902204479244,-49.09332275372708,8.74902204479244,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/gate,200,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,19,5,5,0,0.0,5,-47.442670595886725,-52.636244965249475,0.0,-8.752938199175777,34.35208825311742,168.0,-8.752938199175777,-14.300766788459818,34.35208825311742,27.614017025638926,168.0,45.0,0.015257282140236549,48,0,-69.95282855744748,-26.833672022398652,-89.09332275372708,-31.250977955207563,-89.09332275372708,-31.250977955207563,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,100,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,10,68,61,7,0.10294117647058823,61,-6.847545141289976,-9.26358899689238,0.26229508196721313,-3.272677948930484,17.057993276029055,78.68852459016394,-3.272677948930484,2.292471915810168,17.057993276029055,12.548459181511706,78.68852459016394,30.0,0.08684590060697386,285,0,-9.972216315693494,-3.4856733574931664,-9.560545160241789,-3.6736694618423544,-9.560545160241789,-3.6736694618423544,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,100,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,10,68,61,7,0.10294117647058823,61,-26.847545141289977,-29.26358899689238,0.03278688524590164,-3.272677948930484,17.057993276029055,78.68852459016394,-3.272677948930484,2.292471915810168,17.057993276029055,12.548459181511706,78.68852459016394,30.0,0.08684590060697386,285,0,-30.00121518676253,-23.366696169892418,-29.535083814892666,-23.539303461270705,-29.535083814892666,-23.539303461270705,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,100,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,10,68,61,7,0.10294117647058823,61,-66.84754514128997,-69.26358899689238,0.0,-3.272677948930484,17.057993276029055,78.68852459016394,-3.272677948930484,2.292471915810168,17.057993276029055,12.548459181511706,78.68852459016394,30.0,0.08684590060697386,285,0,-69.97185745599066,-63.66159118892333,-69.52215708046971,-63.5734096712581,-69.52215708046971,-63.5734096712581,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,150,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,8,6,2,0.25,6,28.712508517585757,27.46178154460034,1.0,-7.505590969019522,55.16888729990307,137.5,-7.505590969019522,11.398527516207622,55.16888729990307,53.95822403264805,137.5,45.0,0.014928352342851682,68,0,23.201703145695245,34.258236836924276,23.740817620308142,32.165840577895516,23.740817620308142,32.165840577895516,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,150,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,8,6,2,0.25,6,8.712508517585757,7.461781544600338,0.8333333333333334,-7.505590969019522,55.16888729990307,137.5,-7.505590969019522,11.398527516207622,55.16888729990307,53.95822403264805,137.5,45.0,0.014928352342851682,68,0,3.2011324713603515,14.69553329081174,3.7032777468933404,12.165840577895523,3.7032777468933404,12.165840577895523,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,150,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,8,6,2,0.25,6,-31.287491482414243,-32.53821845539966,0.0,-7.505590969019522,55.16888729990307,137.5,-7.505590969019522,11.398527516207622,55.16888729990307,53.95822403264805,137.5,45.0,0.014928352342851682,68,0,-36.8241899426626,-25.45961598967078,-36.296722253106665,-27.834159422104477,-36.296722253106665,-27.834159422104477,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,200,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,8,7,1,0.125,7,4.370334134117635,-7.158086701356519,0.42857142857142855,-17.19636857974557,27.782832168718862,40.714285714285715,-17.19636857974557,-12.910767742748686,27.782832168718862,15.832632877044173,40.714285714285715,30.0,0.005164478955521382,8,0,-10.104179169874216,21.06311106170829,-0.706224848272124,8.177753370909954,-0.706224848272124,8.177753370909954,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,200,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,8,7,1,0.125,7,-15.629665865882362,-27.158086701356517,0.2857142857142857,-17.19636857974557,27.782832168718862,40.714285714285715,-17.19636857974557,-12.910767742748686,27.782832168718862,15.832632877044173,40.714285714285715,30.0,0.005164478955521382,8,0,-29.505931242661017,1.1993471326721177,-20.706224848272125,-11.822246629090044,-20.706224848272125,-11.822246629090044,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/hyperliquid,200,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,8,7,1,0.125,7,-55.629665865882366,-67.15808670135652,0.0,-17.19636857974557,27.782832168718862,40.714285714285715,-17.19636857974557,-12.910767742748686,27.782832168718862,15.832632877044173,40.714285714285715,30.0,0.005164478955521382,8,0,-69.75981897527338,-38.5154501304938,-60.70622484827212,-51.822246629090046,-60.70622484827212,-51.822246629090046,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,100,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,16,22,19,3,0.13636363636363635,19,-6.871507143206294,0.3329818982855848,0.5263157894736842,0.011206431534845171,21.76396666286796,60.0,0.011206431534845171,8.174679932240192,21.76396666286796,21.061160427847668,60.0,15.0,0.02062839648129458,70,0,-19.68062121307111,3.513145584711076,-23.490726482179998,7.111024353871546,-23.490726482179998,7.111024353871546,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,100,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,16,22,19,3,0.13636363636363635,19,-26.871507143206294,-19.667018101714415,0.10526315789473684,0.011206431534845171,21.76396666286796,60.0,0.011206431534845171,8.174679932240192,21.76396666286796,21.061160427847668,60.0,15.0,0.02062839648129458,70,0,-39.264600963070485,-15.69637441685147,-43.712974720729825,-12.888975646128456,-43.712974720729825,-12.888975646128456,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,100,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,16,22,19,3,0.13636363636363635,19,-66.87150714320629,-59.66701810171442,0.0,0.011206431534845171,21.76396666286796,60.0,0.011206431534845171,8.174679932240192,21.76396666286796,21.061160427847668,60.0,15.0,0.02062839648129458,70,0,-79.81990910268662,-56.66693593527556,-83.49433416347672,-52.88897564612846,-83.49433416347672,-52.88897564612846,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,150,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,5,5,0,0.0,5,2.017154017138546,14.719975149999357,0.6,3.115577549740678,38.142238242672825,54.0,3.115577549740678,36.514150604047835,38.142238242672825,36.514150604047835,54.0,15.0,0.004891776473928799,11,0,-32.15647470808011,33.13559530524963,-60.8204474383447,45.3540566782307,-60.8204474383447,45.3540566782307,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,150,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,5,5,0,0.0,5,-17.982845982861456,-5.280024850000643,0.4,3.115577549740678,38.142238242672825,54.0,3.115577549740678,36.514150604047835,38.142238242672825,36.514150604047835,54.0,15.0,0.004891776473928799,11,0,-54.32583132384534,12.71917052528874,-80.8204474383447,25.35405667823069,-80.8204474383447,25.35405667823069,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,150,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,5,5,0,0.0,5,-57.982845982861456,-45.28002485000064,0.0,3.115577549740678,38.142238242672825,54.0,3.115577549740678,36.514150604047835,38.142238242672825,36.514150604047835,54.0,15.0,0.004891776473928799,11,0,-92.15647470808013,-25.111472858946033,-120.82044743834471,-14.645943321769309,-120.82044743834471,-14.645943321769309,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,200,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,1,1,0,0.0,1,-14.591029724643441,-14.591029724643441,0.0,-52.57703794698587,57.72119952864641,60.0,-52.57703794698587,-52.57703794698587,57.72119952864641,57.72119952864641,60.0,60.0,0.0010851871947911015,2,0,-14.591029724643441,-14.591029724643441,-14.591029724643441,-14.591029724643441,-14.591029724643441,-14.591029724643441,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,200,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,1,1,0,0.0,1,-34.59102972464344,-34.59102972464344,0.0,-52.57703794698587,57.72119952864641,60.0,-52.57703794698587,-52.57703794698587,57.72119952864641,57.72119952864641,60.0,60.0,0.0010851871947911015,2,0,-34.59102972464344,-34.59102972464344,-34.59102972464344,-34.59102972464344,-34.59102972464344,-34.59102972464344,DAY_BLOCK_BOOTSTRAP,0.95,2000
bitget/okx,200,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,1,1,0,0.0,1,-74.59102972464345,-74.59102972464345,0.0,-52.57703794698587,57.72119952864641,60.0,-52.57703794698587,-52.57703794698587,57.72119952864641,57.72119952864641,60.0,60.0,0.0010851871947911015,2,0,-74.59102972464345,-74.59102972464345,-74.59102972464345,-74.59102972464345,-74.59102972464345,-74.59102972464345,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,100,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,11,51,39,12,0.23529411764705882,39,8.781449441334459,0.6249557347614214,0.5128205128205128,-4.310129452116596,30.281080318434558,250.3846153846154,-4.310129452116596,1.3626587809212332,30.281080318434558,19.167428021642507,250.3846153846154,45.0,0.17661421595225177,1777,0,-0.6775213674820038,19.45600748462178,-1.9678848515582985,26.93203556835405,-1.9678848515582985,26.93203556835405,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,100,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,11,51,39,12,0.23529411764705882,39,-11.218550558665545,-19.37504426523858,0.20512820512820512,-4.310129452116596,30.281080318434558,250.3846153846154,-4.310129452116596,1.3626587809212332,30.281080318434558,19.167428021642507,250.3846153846154,45.0,0.17661421595225177,1777,0,-20.506279940462417,0.47368405922735535,-21.704092226884438,5.559859073830794,-21.704092226884438,5.559859073830794,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,100,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,11,51,39,12,0.23529411764705882,39,-51.218550558665555,-59.37504426523858,0.10256410256410256,-4.310129452116596,30.281080318434558,250.3846153846154,-4.310129452116596,1.3626587809212332,30.281080318434558,19.167428021642507,250.3846153846154,45.0,0.17661421595225177,1777,0,-60.7814119216397,-40.4960313870456,-61.851929081120936,-33.840066167972566,-61.851929081120936,-33.840066167972566,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,150,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,9,63,54,9,0.14285714285714285,54,1.7283391863128617,-5.764953942825095,0.3333333333333333,-11.112402797739867,23.911914371124425,208.05555555555554,-11.112402797739867,-4.193500789319571,23.911914371124425,16.97838257488926,208.05555555555554,60.0,0.20320130222463376,1368,0,-3.7406563609990866,8.030043480500824,-3.9308400497610823,9.984004718272425,-3.9308400497610823,9.984004718272425,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,150,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,9,63,54,9,0.14285714285714285,54,-18.271660813687138,-25.764953942825095,0.16666666666666666,-11.112402797739867,23.911914371124425,208.05555555555554,-11.112402797739867,-4.193500789319571,23.911914371124425,16.97838257488926,208.05555555555554,60.0,0.20320130222463376,1368,0,-23.696413329427735,-11.773627414216682,-23.911666817058435,-10.465429342739824,-23.911666817058435,-10.465429342739824,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,150,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,9,63,54,9,0.14285714285714285,54,-58.27166081368713,-65.76495394282509,0.018518518518518517,-11.112402797739867,23.911914371124425,208.05555555555554,-11.112402797739867,-4.193500789319571,23.911914371124425,16.97838257488926,208.05555555555554,60.0,0.20320130222463376,1368,0,-63.78468065021977,-52.26386654826139,-63.8611388978526,-50.16386032153818,-63.8611388978526,-50.16386032153818,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,200,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,7,81,75,6,0.07407407407407407,75,-5.384664576545653,-8.768585425537633,0.22666666666666666,-6.295984736612341,16.921059481282718,123.0,-6.295984736612341,1.3450378832180476,16.921059481282718,13.568287617413688,123.0,30.0,0.1671792723623063,582,0,-8.32182701458372,-1.9332920010488612,-8.005761257143922,-1.6648009397004897,-8.005761257143922,-1.6648009397004897,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,200,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,7,81,75,6,0.07407407407407407,75,-25.384664576545653,-28.768585425537633,0.08,-6.295984736612341,16.921059481282718,123.0,-6.295984736612341,1.3450378832180476,16.921059481282718,13.568287617413688,123.0,30.0,0.1671792723623063,582,0,-28.431336961844877,-21.969445912627094,-28.09921619580045,-21.201027069901407,-28.09921619580045,-21.201027069901407,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/hyperliquid,200,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,7,81,75,6,0.07407407407407407,75,-65.38466457654567,-68.76858542553764,0.0,-6.295984736612341,16.921059481282718,123.0,-6.295984736612341,1.3450378832180476,16.921059481282718,13.568287617413688,123.0,30.0,0.1671792723623063,582,0,-68.24722837953868,-62.00481480844652,-68.0323389549921,-61.4802784545063,-68.0323389549921,-61.4802784545063,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,100,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,16,41,31,10,0.24390243902439024,31,5.816769470492352,-0.8332574065694587,0.4838709677419355,-2.8680290412614657,28.094044954760324,243.38709677419354,-2.8680290412614657,-2.007286320155899,28.094044954760324,22.08898813720994,243.38709677419354,30.0,0.13646228974498098,1624,0,-3.618353190521616,18.13891771856869,-3.3220625460964057,22.23162263199302,-3.3220625460964057,22.23162263199302,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,100,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,16,41,31,10,0.24390243902439024,31,-14.183230529507647,-20.83325740656946,0.16129032258064516,-2.8680290412614657,28.094044954760324,243.38709677419354,-2.8680290412614657,-2.007286320155899,28.094044954760324,22.08898813720994,243.38709677419354,30.0,0.13646228974498098,1624,0,-23.848346129302467,-2.821236650496034,-23.117783101044818,0.6032456916153882,-23.117783101044818,0.6032456916153882,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,100,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,16,41,31,10,0.24390243902439024,31,-54.18323052950765,-60.83325740656946,0.0967741935483871,-2.8680290412614657,28.094044954760324,243.38709677419354,-2.8680290412614657,-2.007286320155899,28.094044954760324,22.08898813720994,243.38709677419354,30.0,0.13646228974498098,1624,0,-63.814630688088855,-41.827387000741794,-63.47359269066857,-39.3913179299873,-63.47359269066857,-39.3913179299873,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,150,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,10,77,69,8,0.1038961038961039,69,-3.8445859013542942,-6.827550995072134,0.2463768115942029,-5.2082336031905045,19.728294614764952,157.6086956521739,-5.2082336031905045,-3.653248732173875,19.728294614764952,13.547011991588143,157.6086956521739,45.0,0.19695725880590048,1055,0,-7.338568184505301,-0.07411325194698842,-7.417611211447366,1.6978128272950286,-7.417611211447366,1.6978128272950286,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,150,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,10,77,69,8,0.1038961038961039,69,-23.844585901354296,-26.827550995072134,0.08695652173913043,-5.2082336031905045,19.728294614764952,157.6086956521739,-5.2082336031905045,-3.653248732173875,19.728294614764952,13.547011991588143,157.6086956521739,45.0,0.19695725880590048,1055,0,-27.178983894958456,-20.214077127570402,-27.53403389734609,-18.271455307864958,-27.53403389734609,-18.271455307864958,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,150,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,10,77,69,8,0.1038961038961039,69,-63.8445859013543,-66.82755099507213,0.0,-5.2082336031905045,19.728294614764952,157.6086956521739,-5.2082336031905045,-3.653248732173875,19.728294614764952,13.547011991588143,157.6086956521739,45.0,0.19695725880590048,1055,0,-67.20384768969431,-60.199559574532984,-67.34235233471597,-58.077345189378995,-67.34235233471597,-58.077345189378995,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,200,20,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,10,54,53,1,0.018518518518518517,53,-6.3972396386444395,-12.205422087356848,0.20754716981132076,-6.365220707219563,17.037812915427462,135.8490566037736,-6.365220707219563,0.21035710798700258,17.037812915427462,9.407244481781651,135.8490566037736,30.0,0.1306371398289003,401,0,-12.079489781537477,-0.05117007770465205,-12.038101943469771,6.113981206496064,-12.038101943469771,6.113981206496064,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,200,40,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,10,54,53,1,0.018518518518518517,53,-26.397239638644436,-32.20542208735685,0.07547169811320754,-6.365220707219563,17.037812915427462,135.8490566037736,-6.365220707219563,0.21035710798700258,17.037812915427462,9.407244481781651,135.8490566037736,30.0,0.1306371398289003,401,0,-31.799247717760146,-19.80895183618324,-32.0898680552037,-14.91982961813219,-32.0898680552037,-14.91982961813219,DAY_BLOCK_BOOTSTRAP,0.95,2000
gate/okx,200,80,GATE_CAUSAL_ALLOWED_NORMAL_TRANSIENT,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,GATE_PAIRS,19,10,54,53,1,0.018518518518518517,53,-66.39723963864444,-72.20542208735685,0.018867924528301886,-6.365220707219563,17.037812915427462,135.8490566037736,-6.365220707219563,0.21035710798700258,17.037812915427462,9.407244481781651,135.8490566037736,30.0,0.1306371398289003,401,0,-72.08283869553969,-60.01540193573389,-71.99972434542029,-54.31244890806636,-71.99972434542029,-54.31244890806636,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,100,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,2,2,0,0.0,2,3.5241302694105805,3.5241302694105805,0.5,12.851524136404114,22.73092737376359,22.5,12.851524136404114,12.851524136404114,22.73092737376359,22.73092737376359,22.5,22.5,0.0008138903960933262,0,0,-1.950885185630895,8.999145724452056,-1.950885185630895,8.999145724452056,-1.950885185630895,8.999145724452056,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,100,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,2,2,0,0.0,2,-16.47586973058942,-16.47586973058942,0.0,12.851524136404114,22.73092737376359,22.5,12.851524136404114,12.851524136404114,22.73092737376359,22.73092737376359,22.5,22.5,0.0008138903960933262,0,0,-21.950885185630895,-11.000854275547944,-21.950885185630895,-11.000854275547944,-21.950885185630895,-11.000854275547944,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,100,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,2,2,0,0.0,2,-56.47586973058942,-56.47586973058942,0.0,12.851524136404114,22.73092737376359,22.5,12.851524136404114,12.851524136404114,22.73092737376359,22.73092737376359,22.5,22.5,0.0008138903960933262,0,0,-61.950885185630895,-51.000854275547944,-61.950885185630895,-51.000854275547944,-61.950885185630895,-51.000854275547944,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,150,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,0,0,0,,0,,,,,,,,,,,,,0.0,0,0,,,,,,,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,150,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,0,0,0,,0,,,,,,,,,,,,,0.0,0,0,,,,,,,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,150,80,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,0,0,0,,0,,,,,,,,,,,,,0.0,0,0,,,,,,,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,200,20,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,0,0,0,,0,,,,,,,,,,,,,0.0,0,0,,,,,,,DAY_BLOCK_BOOTSTRAP,0.95,2000
hyperliquid/okx,200,40,NO_GATE_REGIME_FILTER,HISTORICAL_ROLLING_PSEUDO_OOS,NEXT_BAR_OPEN_PROXY,NON_GATE_PAIRS,19,19,0,0,0,,0,,,,,,,,,,,,,0.0,0,0,,,,,,,DAY_BLOCK_BOOTSTRAP,0.95,2000
