fold_id,pair,cost_bps,threshold_bps,train_start,train_end,test_start,test_end,regime_lookback_bars,regime_persistence_ratio,regime_structural_abs_bps,regime_transient_abs_bps,execution_model,selected_on,frozen_during_test
3,gate/hyperliquid,40,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,57.8073316503137,57.8073316503137,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
3,gate/hyperliquid,80,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,57.8073316503137,57.8073316503137,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
3,gate/okx,20,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,23.29785251492797,23.29785251492797,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
3,gate/okx,40,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,23.29785251492797,23.29785251492797,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
3,gate/okx,80,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,23.29785251492797,23.29785251492797,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
3,hyperliquid/okx,20,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,41.48152666447686,41.48152666447686,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
3,hyperliquid/okx,40,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,41.48152666447686,41.48152666447686,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
3,hyperliquid/okx,80,200,2026-06-14 07:00:00+00:00,2026-06-21 08:30:00+00:00,2026-06-21 08:30:00+00:00,2026-06-23 09:00:00+00:00,8,0.8,41.48152666447686,41.48152666447686,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
4,binance/bitget,20,200,2026-06-16 07:30:00+00:00,2026-06-23 09:00:00+00:00,2026-06-23 09:00:00+00:00,2026-06-25 09:30:00+00:00,8,0.8,46.587261133873945,46.587261133873945,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
4,binance/bitget,40,200,2026-06-16 07:30:00+00:00,2026-06-23 09:00:00+00:00,2026-06-23 09:00:00+00:00,2026-06-25 09:30:00+00:00,8,0.8,46.587261133873945,46.587261133873945,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
4,binance/bitget,80,200,2026-06-16 07:30:00+00:00,2026-06-23 09:00:00+00:00,2026-06-23 09:00:00+00:00,2026-06-25 09:30:00+00:00,8,0.8,46.587261133873945,46.587261133873945,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
4,binance/gate,20,200,2026-06-16 07:30:00+00:00,2026-06-23 09:00:00+00:00,2026-06-23 09:00:00+00:00,2026-06-25 09:30:00+00:00,8,0.8,12.255197467857133,12.255197467857133,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
4,binance/gate,40,200,2026-06-16 07:30:00+00:00,2026-06-23 09:00:00+00:00,2026-06-23 09:00:00+00:00,2026-06-25 09:30:00+00:00,8,0.8,12.255197467857133,12.255197467857133,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
4,binance/gate,80,200,2026-06-16 07:30:00+00:00,2026-06-23 09:00:00+00:00,2026-06-23 09:00:00+00:00,2026-06-25 09:30:00+00:00,8,0.8,12.255197467857133,12.255197467857133,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
4,binance/hyperliquid,20,200,2026-06-16 07:30:00+00:00,2026-06-23 09:00:00+00:00,2026-06-23 09:00:00+00:00,2026-06-25 09:30:00+00:00,8,0.8,55.34415048506092,55.34415048506092,NEXT_BAR_OPEN_PROXY,TRAIN_ONLY,True
