pair,threshold_bps,confirmation_policy,exit_policy,max_holding_minutes,data_scope,total_signal_count,realized_event_count,right_censored_count,censor_rate,positive_event_count,win_rate,sum_net_price_pnl_bps,mean_net_price_pnl_bps,median_net_price_pnl_bps,p05_net_price_pnl_bps,p25_net_price_pnl_bps,p75_net_price_pnl_bps,p95_net_price_pnl_bps,mean_gross_price_pnl_bps,mean_funding_pnl_bps,mean_net_combined_pnl_bps,median_holding_minutes,p90_holding_minutes,max_holding_minutes_observed,mean_mae_bps,median_mae_bps,mean_mfe_bps,day_block_bootstrap_ci_low,day_block_bootstrap_ci_high
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,60.0,STRICT_ALL_FOUR_INTERSECTION,44,22,0,0.0,1,0.045454545454545456,-330.15422738273367,-15.007010335578803,-15.230666131671438,-21.92986404659745,-18.0040662485356,-12.226166156025213,-5.950102199043057,4.992989664421199,-0.5799636363636363,-15.58697397194244,60.0,60.0,60.0,-3.0459196414015213,-1.0673488048890123,8.216445173697736,-18.492330311370942,-13.202113691435295
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,60.0,STRICT_PAIR_INTERSECTION,44,22,0,0.0,1,0.045454545454545456,-330.15422738273367,-15.007010335578803,-15.230666131671438,-21.92986404659745,-18.0040662485356,-12.226166156025213,-5.950102199043057,4.992989664421199,-0.5799636363636363,-15.58697397194244,60.0,60.0,60.0,-3.0459196414015213,-1.0673488048890123,8.216445173697736,-18.492330311370942,-13.202113691435295
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,240.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,240.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,720.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,720.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,1440.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS,1440.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,60.0,STRICT_ALL_FOUR_INTERSECTION,44,22,0,0.0,1,0.045454545454545456,-330.15422738273367,-15.007010335578803,-15.230666131671438,-21.92986404659745,-18.0040662485356,-12.226166156025213,-5.950102199043057,4.992989664421199,-0.5799636363636363,-15.58697397194244,60.0,60.0,60.0,-3.0459196414015213,-1.0673488048890123,8.216445173697736,-18.492330311370942,-13.202113691435295
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,60.0,STRICT_PAIR_INTERSECTION,44,22,0,0.0,1,0.045454545454545456,-330.15422738273367,-15.007010335578803,-15.230666131671438,-21.92986404659745,-18.0040662485356,-12.226166156025213,-5.950102199043057,4.992989664421199,-0.5799636363636363,-15.58697397194244,60.0,60.0,60.0,-3.0459196414015213,-1.0673488048890123,8.216445173697736,-18.492330311370942,-13.202113691435295
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,240.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,240.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,720.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,720.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,1440.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_5,1440.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,,STRICT_ALL_FOUR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,,STRICT_PAIR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,60.0,STRICT_ALL_FOUR_INTERSECTION,44,24,0,0.0,1,0.041666666666666664,-334.9145922963311,-13.954774679013795,-14.637423277162313,-21.921421669853984,-17.07462310198136,-9.514723406474062,-6.792314232345982,6.045225320986206,-0.3605875,-14.315362179013794,60.0,60.0,60.0,-1.9713391495646917,-0.8208898004918863,8.156485638219543,-16.214925730992153,-10.155899243995032
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,60.0,STRICT_PAIR_INTERSECTION,44,24,0,0.0,1,0.041666666666666664,-334.9145922963311,-13.954774679013795,-14.637423277162313,-21.921421669853984,-17.07462310198136,-9.514723406474062,-6.792314232345982,6.045225320986206,-0.3605875,-14.315362179013794,60.0,60.0,60.0,-1.9713391495646917,-0.8208898004918863,8.156485638219543,-16.214925730992153,-10.155899243995032
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,240.0,STRICT_ALL_FOUR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,240.0,STRICT_PAIR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,720.0,STRICT_ALL_FOUR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,720.0,STRICT_PAIR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,1440.0,STRICT_ALL_FOUR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_10,1440.0,STRICT_PAIR_INTERSECTION,36,7,0,0.0,1,0.14285714285714285,-50.0962837174833,-7.156611959640472,-8.52817014758032,-9.484757158146433,-8.947491017317049,-7.093105900199386,-1.8746766159960373,12.84338804035953,0.0,-7.156611959640472,31.0,47.2,52.0,3.6113453017416752,1.827962114966386,12.931533087272573,-9.096362397846264,-6.202613255397846
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,,STRICT_ALL_FOUR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,,STRICT_PAIR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,60.0,STRICT_ALL_FOUR_INTERSECTION,121,114,0,0.0,0,0.0,-1956.8763517167054,-17.16558203260268,-17.75437683555701,-19.787691872916163,-18.76167917503861,-16.037025210849357,-12.115668983974409,2.8344179673973193,-0.25891666666666663,-17.424498699269346,2.0,8.700000000000003,60.0,0.3344270525557275,0.5396618895470162,3.030547315271979,-17.25827747221372,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,60.0,STRICT_PAIR_INTERSECTION,121,114,0,0.0,0,0.0,-1956.8763517167054,-17.16558203260268,-17.75437683555701,-19.787691872916163,-18.76167917503861,-16.037025210849357,-12.115668983974409,2.8344179673973193,-0.25891666666666663,-17.424498699269346,2.0,8.700000000000003,60.0,0.3344270525557275,0.5396618895470162,3.030547315271979,-17.25827747221372,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,240.0,STRICT_ALL_FOUR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,240.0,STRICT_PAIR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,720.0,STRICT_ALL_FOUR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,720.0,STRICT_PAIR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,1440.0,STRICT_ALL_FOUR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_BAND_20,1440.0,STRICT_PAIR_INTERSECTION,120,113,0,0.0,0,0.0,-1933.2138788254415,-17.108087423233997,-17.75753817590651,-19.66711185394841,-18.758760879415952,-16.0029608231582,-12.111717838058293,2.891912576766002,-0.26120796460176987,-17.369295387835766,2.0,9.0,77.0,0.3193289292346477,0.5619077169960462,3.063257933839923,-17.198203359855643,-14.112597518298161
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,60.0,STRICT_ALL_FOUR_INTERSECTION,44,22,0,0.0,1,0.045454545454545456,-330.15422738273367,-15.007010335578803,-15.230666131671438,-21.92986404659745,-18.0040662485356,-12.226166156025213,-5.950102199043057,4.992989664421199,-0.5799636363636363,-15.58697397194244,60.0,60.0,60.0,-3.0459196414015213,-1.0673488048890123,8.216445173697736,-18.492330311370942,-13.202113691435295
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,60.0,STRICT_PAIR_INTERSECTION,44,22,0,0.0,1,0.045454545454545456,-330.15422738273367,-15.007010335578803,-15.230666131671438,-21.92986404659745,-18.0040662485356,-12.226166156025213,-5.950102199043057,4.992989664421199,-0.5799636363636363,-15.58697397194244,60.0,60.0,60.0,-3.0459196414015213,-1.0673488048890123,8.216445173697736,-18.492330311370942,-13.202113691435295
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,240.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,240.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,720.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,720.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,1440.0,STRICT_ALL_FOUR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,ONE_BAR_CONFIRM,ZERO_CROSS_OR_5BPS,1440.0,STRICT_PAIR_INTERSECTION,35,1,0,0.0,1,1.0,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,0.17763491324209468,20.177634913242095,0.0,0.17763491324209468,31.0,31.0,31.0,1.656593334866674,1.656593334866674,20.716867969768906,0.17763491324209468,0.17763491324209468
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,60.0,STRICT_ALL_FOUR_INTERSECTION,31,18,0,0.0,0,0.0,-287.50346823554446,-15.972414901974693,-15.90537343483354,-21.978207817240452,-18.574203967932895,-13.412795654626757,-10.146657325937708,4.027585098025303,-0.7088444444444444,-16.68125934641914,60.0,60.0,60.0,-3.704319482351183,-3.2687339620696143,7.436805402908918,-18.31291283867342,-13.72816767617547
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,60.0,STRICT_PAIR_INTERSECTION,31,18,0,0.0,0,0.0,-287.50346823554446,-15.972414901974693,-15.90537343483354,-21.978207817240452,-18.574203967932895,-13.412795654626757,-10.146657325937708,4.027585098025303,-0.7088444444444444,-16.68125934641914,60.0,60.0,60.0,-3.704319482351183,-3.2687339620696143,7.436805402908918,-18.31291283867342,-13.72816767617547
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,240.0,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,240.0,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,720.0,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,720.0,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,1440.0,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_CROSS,1440.0,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,60.0,STRICT_ALL_FOUR_INTERSECTION,31,18,0,0.0,0,0.0,-287.50346823554446,-15.972414901974693,-15.90537343483354,-21.978207817240452,-18.574203967932895,-13.412795654626757,-10.146657325937708,4.027585098025303,-0.7088444444444444,-16.68125934641914,60.0,60.0,60.0,-3.704319482351183,-3.2687339620696143,7.436805402908918,-18.31291283867342,-13.72816767617547
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,60.0,STRICT_PAIR_INTERSECTION,31,18,0,0.0,0,0.0,-287.50346823554446,-15.972414901974693,-15.90537343483354,-21.978207817240452,-18.574203967932895,-13.412795654626757,-10.146657325937708,4.027585098025303,-0.7088444444444444,-16.68125934641914,60.0,60.0,60.0,-3.704319482351183,-3.2687339620696143,7.436805402908918,-18.31291283867342,-13.72816767617547
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,240.0,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,240.0,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,720.0,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,720.0,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,1440.0,STRICT_ALL_FOUR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_5,1440.0,STRICT_PAIR_INTERSECTION,24,0,0,0.0,0,,,,,,,,,,,,,,,,,,,
binance/bitget,20,TWO_BAR_CONFIRM,ZERO_BAND_10,,STRICT_ALL_FOUR_INTERSECTION,24,2,0,0.0,0,0.0,-15.764864923277742,-7.882432461638871,-7.882432461638871,-8.010662120343163,-7.953671160919034,-7.811193762358708,-7.754202802934578,12.11756753836113,0.0,-7.882432461638871,42.0,42.8,43.0,-0.6241123988176556,-0.6241123988176556,12.11756753836113,-7.882432461638871,-7.882432461638871
