pair,history_model,strategy_side_policy,entry_execution_policy,exit_center_policy,max_holding_minutes,data_scope,status,event_count
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,9
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,REALIZED,21
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,11
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,10
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,REALIZED,18
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,1
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,9
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,REALIZED,21
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,11
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,10
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,REALIZED,18
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,1
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,9
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,REALIZED,21
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,11
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,10
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,REALIZED,18
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,1
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,9
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,21
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,11
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,9
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,REALIZED,17
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,1
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,8
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,REALIZED,20
binance/okx,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,1
binance/okx,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,9
binance/okx,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,45
binance/okx,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,1
binance/okx,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,6
binance/okx,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,20
bitget/gate,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,29
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,8
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,REALIZED,6
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,29
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,8
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,REALIZED,6
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,30
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,7
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,29
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,8
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,REALIZED,6
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,29
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,8
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,REALIZED,6
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,57
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,10
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,NO_NEXT_BAR_FOR_EXIT,1
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,REALIZED,82
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,57
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,10
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,NO_NEXT_BAR_FOR_EXIT,1
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,82
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,REALIZED,51
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,51
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,COMMON_FOUR_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,17
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,REALIZED,34
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,17
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,REALIZED,34
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,COMMON_FOUR_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,16
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,50
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,17
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,REALIZED,34
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,17
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,3
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,REALIZED,34
gate/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,DATA_GAP_DURING_HOLD,38
gate/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,ENTRY_SIGNAL_DECAYED,14
gate/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,DATA_GAP_DURING_HOLD,1
gate/okx,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,30
gate/okx,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,29
gate/okx,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,ENTRY_SIGNAL_DECAYED,9
gate/okx,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,REALIZED,10
