pair,history_model,strategy_side_policy,entry_execution_policy,exit_center_policy,max_holding_minutes,data_scope,signal_count,entered_count,realized_count,max_hold_count,right_censored_count,data_gap_count,no_next_entry_count,no_next_exit_count,entry_decayed_count,invalid_price_count,realized_rate,max_hold_rate,data_gap_rate,unresolved_rate,entry_decay_rate,positive_event_count,win_rate,sum_net_account_price_pnl_bps,mean_net_account_price_pnl_bps,median_net_account_price_pnl_bps,p05_net_account_price_pnl_bps,p25_net_account_price_pnl_bps,p75_net_account_price_pnl_bps,p95_net_account_price_pnl_bps,mean_gross_account_price_pnl_bps,mean_net_funding_account_bps,mean_net_combined_account_pnl_bps,median_holding_minutes,p90_holding_minutes,max_holding_minutes_observed,mean_mae_account_price_pnl_bps,median_mae_account_price_pnl_bps,mean_mfe_account_price_pnl_bps,median_mfe_account_price_pnl_bps,profit_factor,day_block_bootstrap_ci_low,day_block_bootstrap_ci_high,profitable_days,total_active_days,quality_flags
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,29,21,20,0,0,1,0,0,8,0,0.9523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.27586206896551724,0,0.0,-330.2735163384886,-16.51367581692443,-16.864430308804728,-17.9945837727911,-17.346539304848566,-15.876808981052491,-14.068694599829715,3.486324183075568,-0.8581276095543249,-17.371803426478756,26.5,157.40000000000003,207.0,-1.108187116019177,-0.6742385058802758,3.824604608466758,3.597712960741739,0.0,-17.23748647197784,-15.3509676686625,0,5,REALIZED_LT_30
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,31,22,21,0,0,1,0,0,9,0,0.9545454545454546,0.0,0.045454545454545456,0.045454545454545456,0.2903225806451613,0,0.0,-352.2819463381329,-16.775330778006328,-16.9046594387978,-17.992669945985345,-17.33317182164072,-16.116871479915346,-15.250547263957452,3.2246692219936723,-0.817264390051738,-17.592595168058068,30.0,118.0,170.0,-1.0908433653041203,-0.6137851551923923,3.560355741782796,3.507756420897401,0.0,-17.22428416509939,-16.537560117746747,0,6,REALIZED_LT_30
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,31,22,21,0,0,1,0,0,9,0,0.9545454545454546,0.0,0.045454545454545456,0.045454545454545456,0.2903225806451613,0,0.0,-352.2819463381329,-16.775330778006328,-16.9046594387978,-17.992669945985345,-17.33317182164072,-16.116871479915346,-15.250547263957452,3.2246692219936723,-0.817264390051738,-17.592595168058068,30.0,118.0,170.0,-1.0908433653041203,-0.6137851551923923,3.560355741782796,3.507756420897401,0.0,-17.22428416509939,-16.537560117746747,0,6,REALIZED_LT_30
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,31,22,21,0,0,1,0,0,9,0,0.9545454545454546,0.0,0.045454545454545456,0.045454545454545456,0.2903225806451613,0,0.0,-352.2819463381329,-16.775330778006328,-16.9046594387978,-17.992669945985345,-17.33317182164072,-16.116871479915346,-15.250547263957452,3.2246692219936723,-0.817264390051738,-17.592595168058068,30.0,118.0,170.0,-1.0908433653041203,-0.6137851551923923,3.560355741782796,3.507756420897401,0.0,-17.22428416509939,-16.537560117746747,0,6,REALIZED_LT_30
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,31,22,21,0,0,1,0,0,9,0,0.9545454545454546,0.0,0.045454545454545456,0.045454545454545456,0.2903225806451613,0,0.0,-352.2819463381329,-16.775330778006328,-16.9046594387978,-17.992669945985345,-17.33317182164072,-16.116871479915346,-15.250547263957452,3.2246692219936723,-0.817264390051738,-17.592595168058068,30.0,118.0,170.0,-1.0908433653041203,-0.6137851551923923,3.560355741782796,3.507756420897401,0.0,-17.22428416509939,-16.537560117746747,0,6,REALIZED_LT_30
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,29,21,20,0,0,1,0,0,8,0,0.9523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.27586206896551724,0,0.0,-328.2304475230049,-16.411522376150245,-16.69811059478358,-17.9945837727911,-17.338568668116267,-15.523645606817915,-14.068694599829715,3.5884776238497564,-0.9838250403050498,-17.395347416455294,26.5,161.10000000000008,220.0,-1.108187116019177,-0.6742385058802758,3.92840898973254,3.6112795150466948,0.0,-17.027457606215506,-15.052269922666971,0,4,REALIZED_LT_30
binance/okx,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,55,46,45,0,0,1,0,0,9,0,0.9782608695652174,0.0,0.021739130434782608,0.021739130434782608,0.16363636363636364,0,0.0,-800.2972993241856,-17.784384429426346,-17.87420934470927,-19.10989152830365,-18.58058211967604,-17.183263366931083,-16.02433760463116,2.215615570573654,-0.5941480470069223,-18.378532476433268,9.0,208.80000000000013,794.0,-1.1637953819797489,-0.702651366987217,2.4446398000777587,2.3699286759026883,0.0,-18.100857658745323,-16.997480504359682,0,6,
binance/okx,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,27,21,20,0,0,1,0,0,6,0,0.9523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.2222222222222222,0,0.0,-332.567489250882,-16.628374462544098,-16.662600311455037,-18.147962900497287,-17.198364147411034,-16.049306683764677,-14.793310819906296,3.3716255374559028,-0.9376658222186999,-17.566040284762796,31.5,243.20000000000005,739.0,-1.3967425915684397,-0.8253385049922235,3.5678021598045944,3.4862164160631703,0.0,-17.063352055808593,-16.086031263247193,0,5,REALIZED_LT_30
binance/okx,ROLLING_7D,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
binance/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,104,77,33,0,0,44,2,0,25,0,0.42857142857142855,0.0,0.5714285714285714,0.5714285714285714,0.2403846153846154,0,0.0,-538.6566075325527,-16.322927500986445,-16.565067650701188,-17.937656271987382,-17.280406230637517,-15.720074724412374,-13.82415380566802,3.677072499013555,-0.5576990095175455,-16.88062651050399,13.0,46.0,85.0,-0.28817392048111995,-0.3776062833249494,3.8845498552828297,3.696883439944787,0.0,-16.82261771330631,-15.99752383832057,0,6,HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,34,34,22,0,0,12,0,0,0,0,0.6470588235294118,0.0,0.35294117647058826,0.35294117647058826,0.0,0,0.0,-367.19345821378386,-16.690611736990174,-17.2318347987843,-18.2532679525222,-17.701650325485357,-15.980296301938683,-13.67611174543552,3.309388263009824,-0.4580553324581364,-17.14866706944831,7.5,45.20000000000002,85.0,-0.013370061764913814,-0.028462801435757967,3.60491088004251,3.322030482900973,0.0,-17.424806212978243,-16.099442199627134,0,5,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,COMMON_FOUR_WINDOW,39,29,18,0,0,11,0,0,10,0,0.6206896551724138,0.0,0.3793103448275862,0.3793103448275862,0.2564102564102564,0,0.0,-293.2574884514602,-16.292082691747787,-16.86542614601603,-17.99841142640261,-17.27039182042282,-15.42895690933797,-13.618576337046589,3.7079173082522123,-0.5598454063377223,-16.85192809808551,7.5,46.0,85.0,0.18247316998941543,0.12106160474312233,3.958429925715415,3.597712960741739,0.0,-17.173967562294372,-15.904769680117873,0,5,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,37,28,17,0,0,11,0,0,9,0,0.6071428571428571,0.0,0.39285714285714285,0.39285714285714285,0.24324324324324326,0,0.0,-274.9203234413358,-16.171783731843284,-16.824201178811652,-18.000325253208366,-17.354759207542905,-14.80520044023546,-13.499689989898682,3.828216268156718,-0.5927774890634706,-16.764561220906756,8.0,46.8,85.0,0.17199451501699195,-0.11848709503436972,4.187418565589449,3.6159478664021805,0.0,-17.48780110027095,-15.536997505982974,0,4,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,39,29,18,0,0,11,0,0,10,0,0.6206896551724138,0.0,0.3793103448275862,0.3793103448275862,0.2564102564102564,0,0.0,-293.3205243117678,-16.2955846839871,-16.86542614601603,-17.99841142640261,-17.297639895224158,-15.42895690933797,-13.618576337046589,3.7044153160128994,-0.5598454063377223,-16.855430090324823,7.5,46.0,85.0,0.18247316998941543,0.12106160474312233,4.003372302781953,3.6112795150466948,0.0,-17.173967562294372,-15.90697593522864,0,5,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,39,29,18,0,0,11,0,0,10,0,0.6206896551724138,0.0,0.3793103448275862,0.3793103448275862,0.2564102564102564,0,0.0,-293.3205243117678,-16.2955846839871,-16.86542614601603,-17.99841142640261,-17.297639895224158,-15.42895690933797,-13.618576337046589,3.7044153160128994,-0.5598454063377223,-16.855430090324823,7.5,46.0,85.0,0.18247316998941543,0.12106160474312233,4.003372302781953,3.6112795150466948,0.0,-17.173967562294372,-15.90697593522864,0,5,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,COMMON_FOUR_WINDOW,39,29,18,0,0,11,0,0,10,0,0.6206896551724138,0.0,0.3793103448275862,0.3793103448275862,0.2564102564102564,0,0.0,-293.3205243117678,-16.2955846839871,-16.86542614601603,-17.99841142640261,-17.297639895224158,-15.42895690933797,-13.618576337046589,3.7044153160128994,-0.5598454063377223,-16.855430090324823,7.5,46.0,85.0,0.18247316998941543,0.12106160474312233,4.003372302781953,3.6112795150466948,0.0,-17.173967562294372,-15.90697593522864,0,5,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,39,29,18,0,0,11,0,0,10,0,0.6206896551724138,0.0,0.3793103448275862,0.3793103448275862,0.2564102564102564,0,0.0,-293.3205243117678,-16.2955846839871,-16.86542614601603,-17.99841142640261,-17.297639895224158,-15.42895690933797,-13.618576337046589,3.7044153160128994,-0.5598454063377223,-16.855430090324823,7.5,46.0,85.0,0.18247316998941543,0.12106160474312233,4.003372302781953,3.6112795150466948,0.0,-17.173967562294372,-15.90697593522864,0,5,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,37,28,17,0,0,11,0,0,9,0,0.6071428571428571,0.0,0.39285714285714285,0.39285714285714285,0.24324324324324326,0,0.0,-274.5862928104539,-16.152134871203174,-16.824201178811652,-18.000325253208366,-17.354759207542905,-14.80520044023546,-13.499689989898682,3.847865128796829,-0.5927774890634706,-16.744912360266643,8.0,46.8,85.0,0.17199451501699195,-0.11848709503436972,4.191234964538241,3.6159478664021805,0.0,-17.446047271410716,-15.536997505982974,0,4,REALIZED_LT_30|HIGH_UNRESOLVED_RATE
binance/okx,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
binance/okx,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
binance/okx,ROLLING_7D,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
bitget/gate,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,30,30,0,0,0,30,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,PAIR_NATIVE_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,43,35,6,0,0,29,0,0,8,0,0.17142857142857143,0.0,0.8285714285714286,0.8285714285714286,0.18604651162790697,0,0.0,-95.87131111332738,-15.97855185222123,-15.891786964008762,-18.2120613887257,-17.554468819640494,-14.795599959470227,-13.584291302185784,4.021448147778773,0.0,-15.97855185222123,50.5,75.0,79.0,-1.299030694311883,-0.630728985332174,7.401310426574011,7.021341566367245,0.0,-17.372991455219886,-14.465120251259103,0,3,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,PAIR_NATIVE_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,PAIR_NATIVE_WINDOW,43,35,6,0,0,29,0,0,8,0,0.17142857142857143,0.0,0.8285714285714286,0.8285714285714286,0.18604651162790697,0,0.0,-95.87131111332738,-15.97855185222123,-15.891786964008762,-18.2120613887257,-17.554468819640494,-14.795599959470227,-13.584291302185784,4.021448147778773,0.0,-15.97855185222123,50.5,75.0,79.0,-1.299030694311883,-0.630728985332174,7.401310426574011,7.021341566367245,0.0,-17.372991455219886,-14.465120251259103,0,3,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
bitget/gate,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
bitget/gate,ROLLING_7D,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
bitget/gate,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,30,30,0,0,0,30,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,COMMON_FOUR_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,COMMON_FOUR_WINDOW,43,35,6,0,0,29,0,0,8,0,0.17142857142857143,0.0,0.8285714285714286,0.8285714285714286,0.18604651162790697,0,0.0,-95.87131111332738,-15.97855185222123,-15.891786964008762,-18.2120613887257,-17.554468819640494,-14.795599959470227,-13.584291302185784,4.021448147778773,0.0,-15.97855185222123,50.5,75.0,79.0,-1.299030694311883,-0.630728985332174,7.401310426574011,7.021341566367245,0.0,-17.372991455219886,-14.465120251259103,0,3,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,COMMON_FOUR_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,COMMON_FOUR_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,4320.0,COMMON_FOUR_WINDOW,37,30,0,0,0,30,0,0,7,0,0.0,0.0,1.0,1.0,0.1891891891891892,0,,,,,,,,,,,,,,,,,,,,,,0,0,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEDIAN,,COMMON_FOUR_WINDOW,43,35,6,0,0,29,0,0,8,0,0.17142857142857143,0.0,0.8285714285714286,0.8285714285714286,0.18604651162790697,0,0.0,-95.87131111332738,-15.97855185222123,-15.891786964008762,-18.2120613887257,-17.554468819640494,-14.795599959470227,-13.584291302185784,4.021448147778773,0.0,-15.97855185222123,50.5,75.0,79.0,-1.299030694311883,-0.630728985332174,7.401310426574011,7.021341566367245,0.0,-17.372991455219886,-14.465120251259103,0,3,REALIZED_LT_10|HIGH_UNRESOLVED_RATE
bitget/gate,ROLLING_24H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
bitget/gate,ROLLING_72H,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
bitget/gate,ROLLING_7D,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,COMMON_FOUR_WINDOW,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,ZERO_EVENTS
bitget/okx,EXPANDING_PAST,TWO_SIDED_P75_P25,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,150,140,82,0,0,57,0,1,10,0,0.5857142857142857,0.0,0.40714285714285714,0.4142857142857143,0.06666666666666667,0,0.0,-1379.7652759621617,-16.826405804416606,-16.835297567727153,-18.419040121738572,-17.70215739014312,-16.231857486036347,-15.174179838669152,3.173594195583394,-0.019526112817920726,-16.845931917234527,6.0,36.50000000000003,74.0,0.7015166973062259,0.6210503601566941,3.2924624338794115,3.303215338539278,0.0,-16.909858926633248,-16.52707967398396,0,6,HIGH_UNRESOLVED_RATE
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,LOCKED_SIGNAL_ENTRY,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,67,67,51,0,0,16,0,0,0,0,0.7611940298507462,0.0,0.23880597014925373,0.23880597014925373,0.0,0,0.0,-878.8059049852739,-17.231488333044584,-17.50796021901533,-18.649053277526566,-18.128618737619767,-16.52031543451919,-15.575790076194345,2.768511666955414,0.0,-17.231488333044584,5.0,19.0,74.0,0.9843116873467778,0.9772552260345346,2.9105453211934504,2.744779050982693,0.0,-17.302865510960036,-16.023611211302192,0,6,HIGH_UNRESOLVED_RATE
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEAN,,PAIR_NATIVE_WINDOW,69,66,50,0,0,16,0,0,3,0,0.7575757575757576,0.0,0.24242424242424243,0.24242424242424243,0.043478260869565216,0,0.0,-858.5518885213269,-17.171037770426537,-17.22133779305244,-18.602146103441722,-18.11970914671097,-16.46759501359644,-15.555261909442104,2.8289622295734618,0.0,-17.171037770426537,4.5,19.0,74.0,0.9867075212124043,0.9603805417318645,2.9780520299796387,2.7786622069475575,0.0,-17.225126323284645,-15.9477126673072,0,6,HIGH_UNRESOLVED_RATE
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,DYNAMIC_CAUSAL_MEDIAN,,PAIR_NATIVE_WINDOW,54,51,34,0,0,17,0,0,3,0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.05555555555555555,0,0.0,-554.4640554784758,-16.307766337602228,-16.475307014112133,-17.255941309147964,-17.00657097724377,-16.073732801852294,-14.279305328118813,3.692233662397773,-0.24060159517899998,-16.548367932781225,7.5,41.89999999999999,74.0,0.835444718529774,0.5632227395668821,3.8033770520343673,3.666088338247775,0.0,-16.487382102343418,-15.727103355046472,0,6,HIGH_UNRESOLVED_RATE
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,,PAIR_NATIVE_WINDOW,69,66,50,0,0,16,0,0,3,0,0.7575757575757576,0.0,0.24242424242424243,0.24242424242424243,0.043478260869565216,0,0.0,-857.0893385673858,-17.141786771347714,-17.15417691872471,-18.542567619639527,-18.01336921528422,-16.46759501359644,-15.555261909442104,2.8582132286522848,0.0,-17.141786771347714,5.0,19.0,74.0,0.9867075212124043,0.9603805417318645,3.0038988316830944,2.8326989036722705,0.0,-17.20054068267533,-15.942533349803094,0,6,HIGH_UNRESOLVED_RATE
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,10080.0,PAIR_NATIVE_WINDOW,69,66,50,0,0,16,0,0,3,0,0.7575757575757576,0.0,0.24242424242424243,0.24242424242424243,0.043478260869565216,0,0.0,-857.0893385673858,-17.141786771347714,-17.15417691872471,-18.542567619639527,-18.01336921528422,-16.46759501359644,-15.555261909442104,2.8582132286522848,0.0,-17.141786771347714,5.0,19.0,74.0,0.9867075212124043,0.9603805417318645,3.0038988316830944,2.8326989036722705,0.0,-17.20054068267533,-15.942533349803094,0,6,HIGH_UNRESOLVED_RATE
bitget/okx,EXPANDING_PAST,UPPER_P75_ONLY,RECHECK_AT_NEXT_OPEN,FROZEN_ENTRY_MEAN,1440.0,PAIR_NATIVE_WINDOW,69,66,50,0,0,16,0,0,3,0,0.7575757575757576,0.0,0.24242424242424243,0.24242424242424243,0.043478260869565216,0,0.0,-857.0893385673858,-17.141786771347714,-17.15417691872471,-18.542567619639527,-18.01336921528422,-16.46759501359644,-15.555261909442104,2.8582132286522848,0.0,-17.141786771347714,5.0,19.0,74.0,0.9867075212124043,0.9603805417318645,3.0038988316830944,2.8326989036722705,0.0,-17.20054068267533,-15.942533349803094,0,6,HIGH_UNRESOLVED_RATE
