max_holding_minutes,data_scope,signal_count,entered_count,realized_count,max_hold_count,unresolved_count,realized_rate,unresolved_rate,entry_decay_rate,mean_net_account_price_pnl_bps,median_net_account_price_pnl_bps,win_rate,median_holding_minutes,mean_net_funding_account_bps,mean_net_combined_account_pnl_bps
,PAIR_NATIVE_WINDOW,268,233,170,0,63,0.7296137339055794,0.2703862660944206,0.13059701492537312,-17.328937037206014,-17.53517783129292,0.0,5.0,-0.1586538364181559,-17.48759087362417
,COMMON_FOUR_WINDOW,328,276,167,0,109,0.605072463768116,0.39492753623188404,0.15548780487804878,-17.287172899991962,-17.535464803227747,0.0,5.0,-0.11907675038370658,-17.406249650375667
1440.0,PAIR_NATIVE_WINDOW,273,237,170,4,63,0.7172995780590717,0.26582278481012656,0.13186813186813187,-17.5047343025853,-17.543126638927248,0.0,5.0,-0.19987731144302587,-17.704611614028323
1440.0,COMMON_FOUR_WINDOW,328,276,167,0,109,0.605072463768116,0.39492753623188404,0.15548780487804878,-17.287172899991962,-17.535464803227747,0.0,5.0,-0.11907675038370658,-17.406249650375667
4320.0,PAIR_NATIVE_WINDOW,269,234,170,1,63,0.7264957264957265,0.2692307692307692,0.13011152416356878,-17.411458853970995,-17.535464803227747,0.0,5.0,-0.25222632860284505,-17.66368518257384
4320.0,COMMON_FOUR_WINDOW,328,276,167,0,109,0.605072463768116,0.39492753623188404,0.15548780487804878,-17.287172899991962,-17.535464803227747,0.0,5.0,-0.11907675038370658,-17.406249650375667
10080.0,PAIR_NATIVE_WINDOW,268,233,170,0,63,0.7296137339055794,0.2703862660944206,0.13059701492537312,-17.328937037206014,-17.53517783129292,0.0,5.0,-0.1586538364181559,-17.48759087362417
10080.0,COMMON_FOUR_WINDOW,328,276,167,0,109,0.605072463768116,0.39492753623188404,0.15548780487804878,-17.287172899991962,-17.535464803227747,0.0,5.0,-0.11907675038370658,-17.406249650375667
