regime,count,corr_abs_premium_log1p_volume,high_premium_lowest_volume_decile_ratio,p95_abs_premium_low_volume_bps,p95_abs_premium_normal_volume_bps,p95_abs_premium_unchanged_bps,p95_abs_premium_updated_bps,median_volume,median_range_bps,corr_abs_premium_range_bps
PRE_20260716,3398,0.5325660829134884,0.011764705882352941,54.15311447598347,205.11093197559745,208.56340697825883,204.19642506437512,33289.5,61.37580919573759,0.09255489247935215
GATE_REGIME_20260716_20260720,380,0.5142906136055398,0.0,33.451306705121766,176.67721666319554,66.68424757156147,176.55433074644495,200895.5,55.94184641015714,0.4959190200204432
POST_20260720,393,-0.15741478100282796,0.05,15.368242822322225,16.68866482704947,12.839307418560523,16.16525357387359,550803.0,76.91124442393478,0.007387617061833927
