analysis_scope,execution_model,pair,threshold_bps,cost_bps,event_count_total,realized_event_count,censored_event_count,positive_event_count,win_rate,sum_event_net_bps,mean_event_net_bps,median_event_net_bps,p05_event_net_bps,p95_event_net_bps,mean_holding_minutes,median_holding_minutes,max_holding_minutes,joint_start,joint_end
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,100,40,81,81,0,2,0.024691358024691357,-2225.1706858369434,-27.471243035023992,-29.26358899689238,-42.45132770408877,-7.811252784546383,79.07407407407408,15.0,1320.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,100,80,81,81,0,0,0.0,-5465.1706858369425,-67.47124303502399,-69.26358899689238,-82.45132770408877,-47.81125278454638,79.07407407407408,15.0,1320.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,150,20,6,6,0,5,0.8333333333333334,124.95790035683282,20.826316726138803,23.7784331824671,0.06424565596683252,33.231517529581204,202.5,45.0,915.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,150,40,6,6,0,4,0.6666666666666666,4.957900356832823,0.8263167261388039,3.7784331824671007,-19.935754344033167,13.231517529581202,202.5,45.0,915.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,150,80,6,6,0,0,0.0,-235.04209964316718,-39.173683273861194,-36.2215668175329,-59.93575434403317,-26.768482470418796,202.5,45.0,915.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,200,20,8,8,0,4,0.5,34.56950700724432,4.32118837590554,-1.5904593164678227,-14.394107448575902,38.77221830028185,37.5,22.5,90.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,200,40,8,8,0,2,0.25,-125.43049299275567,-15.67881162409446,-21.590459316467822,-34.3941074485759,18.772218300281846,37.5,22.5,90.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/hyperliquid,200,80,8,8,0,0,0.0,-445.4304929927557,-55.678811624094465,-61.59045931646783,-74.3941074485759,-21.227781699718154,37.5,22.5,90.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,20,20,184,183,1,11,0.060109289617486336,-2988.015600135462,-16.327954099100886,-14.80672636454237,-33.966799863328326,1.7935241936740927,271.6393442622951,45.0,8640.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,20,40,184,183,1,0,0.0,-6648.015600135463,-36.327954099100886,-34.80672636454237,-53.966799863328326,-18.20647580632591,271.6393442622951,45.0,8640.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,20,80,184,183,1,0,0.0,-13968.015600135463,-76.3279540991009,-74.80672636454237,-93.96679986332832,-58.206475806325905,271.6393442622951,45.0,8640.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,50,20,147,147,0,22,0.14965986394557823,-1501.5556930754042,-10.214664578744246,-11.261442823548,-26.452032807636275,11.03280376443248,81.83673469387755,15.0,1650.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,50,40,147,147,0,3,0.02040816326530612,-4441.555693075405,-30.214664578744248,-31.261442823548002,-46.45203280763627,-8.96719623556752,81.83673469387755,15.0,1650.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,50,80,147,147,0,0,0.0,-10321.555693075405,-70.21466457874425,-71.261442823548,-86.45203280763627,-48.96719623556752,81.83673469387755,15.0,1650.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,100,20,21,21,0,11,0.5238095238095238,-151.28577831462076,-7.204084681648608,0.3329818982855848,-64.40447434967405,21.293440373297855,75.0,15.0,450.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,100,40,21,21,0,2,0.09523809523809523,-571.2857783146209,-27.204084681648613,-19.667018101714415,-84.40447434967405,1.2934403732978552,75.0,15.0,450.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,100,80,21,21,0,0,0.0,-1411.2857783146205,-67.2040846816486,-59.66701810171442,-124.40447434967405,-38.706559626702145,75.0,15.0,450.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,150,20,5,5,0,3,0.6,10.08577008569273,2.017154017138546,14.719975149999357,-53.39137553139519,43.18470006246546,54.0,15.0,150.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,150,40,5,5,0,2,0.4,-89.91422991430727,-17.982845982861456,-5.280024850000643,-73.3913755313952,23.18470006246546,54.0,15.0,150.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,150,80,5,5,0,0,0.0,-289.91422991430727,-57.982845982861456,-45.28002485000064,-113.3913755313952,-16.81529993753454,54.0,15.0,150.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,200,20,1,1,0,0,0.0,-14.591029724643441,-14.591029724643441,-14.591029724643441,-14.591029724643441,-14.591029724643441,60.0,60.0,60.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,200,40,1,1,0,0,0.0,-34.59102972464344,-34.59102972464344,-34.59102972464344,-34.59102972464344,-34.59102972464344,60.0,60.0,60.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,bitget/okx,200,80,1,1,0,0,0.0,-74.59102972464345,-74.59102972464345,-74.59102972464345,-74.59102972464345,-74.59102972464345,60.0,60.0,60.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,20,20,67,66,1,13,0.19696969696969696,-616.5128579686893,-9.341103908616505,-12.65661736696232,-30.490864997090824,15.498886960265605,860.2272727272727,45.0,24360.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,20,40,67,66,1,3,0.045454545454545456,-1936.5128579686893,-29.341103908616503,-32.65661736696232,-50.490864997090824,-4.5011130397343955,860.2272727272727,45.0,24360.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,20,80,67,66,1,1,0.015151515151515152,-4576.51285796869,-69.34110390861652,-72.65661736696232,-90.49086499709082,-44.50111303973439,860.2272727272727,45.0,24360.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,50,20,146,146,0,21,0.14383561643835616,-1420.0444931185098,-9.726332144647326,-12.040605035234474,-26.43811633468225,15.895279957315916,304.82876712328766,30.0,21435.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,50,40,146,146,0,5,0.03424657534246575,-4340.04449311851,-29.72633214464733,-32.04060503523448,-46.43811633468225,-4.104720042684084,304.82876712328766,30.0,21435.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,50,80,146,146,0,1,0.00684931506849315,-10180.04449311851,-69.72633214464733,-72.04060503523448,-86.43811633468226,-44.104720042684086,304.82876712328766,30.0,21435.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,100,20,48,48,0,21,0.4375,-21.618290130136103,-0.4503810443778355,-4.696651022849163,-23.329991999382017,37.344079617984086,588.125,30.0,13575.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,100,40,48,48,0,6,0.125,-981.6182901301361,-20.450381044377835,-24.696651022849164,-43.32999199938202,17.344079617984086,588.125,30.0,13575.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,100,80,48,48,0,0,0.0,-2901.618290130136,-60.45038104437783,-64.69665102284915,-83.32999199938202,-22.655920382015914,588.125,30.0,13575.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,150,20,55,55,0,17,0.3090909090909091,-113.27929395837447,-2.0596235265158995,-7.408593633633773,-22.167992770124997,47.56994740436514,405.0,60.0,11790.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,150,40,55,55,0,6,0.10909090909090909,-1213.2792939583744,-22.0596235265159,-27.40859363363377,-42.167992770125,27.569947404365138,405.0,60.0,11790.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,150,80,55,55,0,0,0.0,-3413.279293958374,-62.05962352651589,-67.40859363363377,-82.167992770125,-12.430052595634862,405.0,60.0,11790.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,200,20,78,78,0,18,0.23076923076923078,-417.39640942126465,-5.351236018221342,-8.528061508046033,-20.880832714790774,30.547290969707692,136.73076923076923,30.0,4170.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,200,40,78,78,0,6,0.07692307692307693,-1977.396409421265,-25.351236018221346,-28.528061508046033,-40.88083271479078,10.54729096970769,136.73076923076923,30.0,4170.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/hyperliquid,200,80,78,78,0,0,0.0,-5097.396409421265,-65.35123601822134,-68.52806150804604,-80.88083271479077,-29.452709030292308,136.73076923076923,30.0,4170.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,20,20,185,185,0,26,0.14054054054054055,-2452.711024000887,-13.257897427031821,-14.390390066372198,-29.233960332854267,5.3027103986046935,248.9189189189189,15.0,22665.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,20,40,185,185,0,1,0.005405405405405406,-6152.711024000886,-33.257897427031814,-34.3903900663722,-49.23396033285427,-14.697289601395306,248.9189189189189,15.0,22665.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,20,80,185,185,0,0,0.0,-13552.711024000888,-73.25789742703182,-74.39039006637219,-89.23396033285427,-54.697289601395305,248.9189189189189,15.0,22665.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,50,20,54,54,0,13,0.24074074074074073,-627.8718339496312,-11.62725618425243,-12.63073165241822,-30.046863784530373,20.361705993684104,641.9444444444445,45.0,15570.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,50,40,54,54,0,3,0.05555555555555555,-1707.8718339496313,-31.62725618425243,-32.63073165241822,-50.04686378453037,0.36170599368410405,641.9444444444445,45.0,15570.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,50,80,54,54,0,0,0.0,-3867.871833949632,-71.62725618425245,-72.63073165241822,-90.04686378453037,-39.638294006315896,641.9444444444445,45.0,15570.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,100,20,32,32,0,13,0.40625,-151.73246617124693,-4.7416395678514665,-3.773853985685781,-24.787854109257584,19.511193528678984,796.40625,30.0,13575.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,100,40,32,32,0,2,0.0625,-791.7324661712469,-24.741639567851465,-23.773853985685783,-44.78785410925758,-0.4888064713210163,796.40625,30.0,13575.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,100,80,32,32,0,1,0.03125,-2071.732466171247,-64.74163956785146,-63.77385398568578,-84.78785410925758,-40.48880647132101,796.40625,30.0,13575.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,150,20,71,71,0,15,0.2112676056338028,-469.73553879264784,-6.615993504121801,-7.654385506131716,-25.66615845711465,21.17969187667492,251.61971830985917,45.0,6180.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,150,40,71,71,0,6,0.08450704225352113,-1889.7355387926482,-26.615993504121807,-27.654385506131717,-45.66615845711465,1.1796918766749194,251.61971830985917,45.0,6180.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,150,80,71,71,0,0,0.0,-4729.735538792648,-66.6159935041218,-67.65438550613172,-85.66615845711465,-38.82030812332508,251.61971830985917,45.0,6180.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,200,20,53,53,0,11,0.20754716981132076,-351.2514342650063,-6.6273855521699305,-12.205422087356848,-24.921247914060405,31.594682290579286,137.83018867924528,30.0,2145.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,200,40,53,53,0,4,0.07547169811320754,-1411.2514342650063,-26.62738555216993,-32.20542208735685,-44.92124791406041,11.594682290579286,137.83018867924528,30.0,2145.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,gate/okx,200,80,53,53,0,1,0.018867924528301886,-3531.2514342650065,-66.62738555216994,-72.20542208735685,-84.9212479140604,-28.405317709420714,137.83018867924528,30.0,2145.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,20,20,306,305,1,52,0.17049180327868851,-2609.8178935248725,-8.556779978770074,-10.921338480126309,-22.604522269989822,14.953877617106906,122.31147540983606,30.0,2580.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,20,40,306,305,1,11,0.036065573770491806,-8709.817893524872,-28.556779978770074,-30.92133848012631,-42.60452226998982,-5.046122382893095,122.31147540983606,30.0,2580.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,20,80,306,305,1,0,0.0,-20909.817893524872,-68.55677997877008,-70.92133848012631,-82.60452226998981,-45.046122382893095,122.31147540983606,30.0,2580.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,50,20,108,108,0,37,0.3425925925925926,-452.50294333369055,-4.189842067904542,-7.0230777682714125,-19.81617001698525,20.41070195164459,53.05555555555556,15.0,720.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,50,40,108,108,0,6,0.05555555555555555,-2612.5029433336904,-24.18984206790454,-27.023077768271413,-39.816170016985254,0.4107019516445909,53.05555555555556,15.0,720.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,50,80,108,108,0,1,0.009259259259259259,-6932.502943333691,-64.18984206790455,-67.0230777682714,-79.81617001698525,-39.58929804835541,53.05555555555556,15.0,720.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,100,20,2,2,0,1,0.5,7.048260538821161,3.5241302694105805,3.5241302694105805,-1.4033836401267474,8.451644178947909,22.5,22.5,30.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,100,40,2,2,0,0,0.0,-32.95173946117884,-16.47586973058942,-16.47586973058942,-21.403383640126748,-11.548355821052091,22.5,22.5,30.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
PRICE_FUNDING_15M_GLOBAL_WINDOW,NEXT_BAR_OPEN_PROXY,hyperliquid/okx,100,80,2,2,0,0,0.0,-112.95173946117885,-56.47586973058942,-56.47586973058942,-61.40338364012675,-51.54835582105209,22.5,22.5,30.0,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00
