record_type,pair,funding_time,lag_hours,gate_funding_rate,other_funding_rate,funding_diff,premium_bps,premium_before_4h_bps,premium_after_4h_bps,abs_premium_change_after_settlement_bps,correlation,alignment,regime
settlement,gate/binance,2026-06-10 08:00:00+00:00,,0.00401,0.00463966,-0.0006296600000000006,1.632059585010274,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-10 08:00:00+00:00,,0.00401,0.00463966,-0.0006296600000000006,,,12.495577619365545,,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-10 16:00:00+00:00,,0.000223,0.00017878,4.422000000000001e-05,3.3062101647598077,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-10 16:00:00+00:00,,0.000223,0.00017878,4.422000000000001e-05,,12.495577619365545,9.562514941429393,-2.9330626779361513,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-11 00:00:00+00:00,,-0.001583,-0.00220722,0.0006242200000000002,9.977022614584111,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-11 00:00:00+00:00,,-0.001583,-0.00220722,0.0006242200000000002,,9.562514941429393,14.281416397531036,4.7189014561016425,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-11 08:00:00+00:00,,0.002548,0.0033825,-0.0008345000000000002,-8.425020884056458,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-11 08:00:00+00:00,,0.002548,0.0033825,-0.0008345000000000002,,14.281416397531036,14.663278452811811,0.38186205528077544,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-11 16:00:00+00:00,,0.000344,5.254e-05,0.00029146,-4.371091574369317,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-11 16:00:00+00:00,,0.000344,5.254e-05,0.00029146,,14.663278452811811,9.313979496125812,-5.349298956685999,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-12 00:00:00+00:00,,0.002061,0.00216676,-0.00010576000000000032,22.206016647941883,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-12 00:00:00+00:00,,0.002061,0.00216676,-0.00010576000000000032,,9.313979496125812,12.939975854272223,3.625996358146411,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-12 08:00:00+00:00,,0.001088,0.00074851,0.00033949,20.206947009022496,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-12 08:00:00+00:00,,0.001088,0.00074851,0.00033949,,12.939975854272223,1.1718359567512941,-11.768139897520928,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-12 16:00:00+00:00,,0.000685,0.00091069,-0.00022569000000000007,6.69414194961819,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-12 16:00:00+00:00,,0.000685,0.00091069,-0.00022569000000000007,,1.1718359567512941,8.154943934759212,6.983107978007918,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-13 00:00:00+00:00,,0.0001,0.0,0.0001,0.0,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-13 00:00:00+00:00,,0.0001,0.0,0.0001,,8.154943934759212,7.499573887846661,-0.6553700469125507,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-13 08:00:00+00:00,,0.0001,0.0,0.0001,-6.6382621300694185,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-13 08:00:00+00:00,,0.0001,0.0,0.0001,,7.499573887846661,-7.886971538910337,0.38739765106367585,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-13 16:00:00+00:00,,0.0001,0.0,0.0001,-2.8399294074679693,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-13 16:00:00+00:00,,0.0001,0.0,0.0001,,-7.886971538910337,-1.6002987224282474,-6.286672816482089,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-14 00:00:00+00:00,,0.0001,0.0,0.0001,-0.13380521974150042,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-14 00:00:00+00:00,,0.0001,0.0,0.0001,,-1.6002987224282474,1.7199521059489895,0.11965338352074206,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-14 08:00:00+00:00,,0.0001,0.0,0.0001,0.0,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-14 08:00:00+00:00,,0.0001,0.0,0.0001,,1.7199521059489895,-7.667178904116654,5.947226798167665,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-14 16:00:00+00:00,,0.0001,0.0,0.0001,4.099471697115944,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-14 16:00:00+00:00,,0.0001,0.0,0.0001,,-7.667178904116654,-0.4650745614191665,-7.202104342697488,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-15 00:00:00+00:00,,0.0001,0.00029335,-0.00019335,-0.4509626441868424,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-15 00:00:00+00:00,,0.0001,0.00029335,-0.00019335,,-0.4650745614191665,4.772380339100623,4.3073057776814565,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-15 08:00:00+00:00,,0.002437,0.00342426,-0.0009872600000000002,14.918927407641371,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-15 08:00:00+00:00,,0.002437,0.00342426,-0.0009872600000000002,,4.772380339100623,5.559585012124949,0.7872046730243261,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-15 16:00:00+00:00,,0.00118,0.00097246,0.0002075400000000001,19.787145941265106,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-15 16:00:00+00:00,,0.00118,0.00097246,0.0002075400000000001,,5.559585012124949,9.90092805534448,4.34134304321953,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-16 00:00:00+00:00,,-0.000288,-0.00014432,-0.00014368,-3.4327779437657804,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-16 00:00:00+00:00,,-0.000288,-0.00014432,-0.00014368,,9.90092805534448,1.0229394164135863,-8.877988638930894,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-16 08:00:00+00:00,,0.001027,0.00158824,-0.0005612400000000002,2.2536339847998645,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-16 08:00:00+00:00,,0.001027,0.00158824,-0.0005612400000000002,,1.0229394164135863,16.53348029760292,15.510540881189335,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-16 16:00:00+00:00,,-0.000901,-0.00248513,0.00158413,14.670706426408431,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-16 16:00:00+00:00,,-0.000901,-0.00248513,0.00158413,,16.53348029760292,-1.042358858094923,-15.491121439507998,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-17 00:00:00+00:00,,0.0001,0.0,0.0001,18.689127067249615,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-17 00:00:00+00:00,,0.0001,0.0,0.0001,,-1.042358858094923,11.068894540796167,10.026535682701244,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-17 08:00:00+00:00,,0.00107,0.00159068,-0.0005206799999999999,2.644898351747764,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-17 08:00:00+00:00,,0.00107,0.00159068,-0.0005206799999999999,,11.068894540796167,9.643495828273476,-1.425398712522691,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-17 16:00:00+00:00,,0.001182,0.00116178,2.0220000000000047e-05,11.048684736360217,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-17 16:00:00+00:00,,0.001182,0.00116178,2.0220000000000047e-05,,9.643495828273476,7.257627945435725,-2.3858678828377515,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-18 00:00:00+00:00,,0.0001,0.0,0.0001,23.446523779211883,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-18 00:00:00+00:00,,0.0001,0.0,0.0001,,7.257627945435725,15.04085535710806,7.783227411672335,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-18 08:00:00+00:00,,0.001019,0.00072339,0.00029560999999999997,8.901160269075477,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-18 08:00:00+00:00,,0.001019,0.00072339,0.00029560999999999997,,15.04085535710806,5.326530326180151,-9.714325030927908,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-18 16:00:00+00:00,,0.001266,0.00146713,-0.0002011300000000001,8.662708138012045,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-18 16:00:00+00:00,,0.001266,0.00146713,-0.0002011300000000001,,5.326530326180151,3.093261844614801,-2.2332684815653505,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-19 00:00:00+00:00,,0.0007,0.00035242,0.00034758,6.341755582235891,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-19 00:00:00+00:00,,0.0007,0.00035242,0.00034758,,3.093261844614801,3.926893412498231,0.8336315678834301,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-19 08:00:00+00:00,,0.001987,0.00213117,-0.0001441699999999999,2.045651194356868,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-19 08:00:00+00:00,,0.001987,0.00213117,-0.0001441699999999999,,3.926893412498231,14.374358777410809,10.447465364912578,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-19 16:00:00+00:00,,0.000276,0.0,0.000276,5.605793015618393,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-19 16:00:00+00:00,,0.000276,0.0,0.000276,,14.374358777410809,14.65048711497804,0.276128337567231,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-20 00:00:00+00:00,,0.000635,0.00030862,0.00032638000000000003,5.116676555278217,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-20 00:00:00+00:00,,0.000635,0.00030862,0.00032638000000000003,,14.65048711497804,9.375209268064019,-5.275277846914021,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-20 08:00:00+00:00,,0.001176,0.00111189,6.411000000000004e-05,8.114530806236406,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-20 08:00:00+00:00,,0.001176,0.00111189,6.411000000000004e-05,,9.375209268064019,2.7976679062621455,-6.577541361801874,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-20 16:00:00+00:00,,0.000411,0.00013607,0.00027493000000000005,6.14749253237204,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-20 16:00:00+00:00,,0.000411,0.00013607,0.00027493000000000005,,2.7976679062621455,3.0902915087689284,0.292623602506783,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-21 00:00:00+00:00,,0.000116,0.0,0.000116,6.57493072840835,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-21 00:00:00+00:00,,0.000116,0.0,0.000116,,3.0902915087689284,4.367765887747991,1.2774743789790626,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-21 08:00:00+00:00,,0.0001,6.6e-05,3.4e-05,16.543023456564445,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-21 08:00:00+00:00,,0.0001,6.6e-05,3.4e-05,,4.367765887747991,-0.10377157800240652,-4.263994309745584,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-21 16:00:00+00:00,,0.0001,0.0,0.0001,20.111240297897318,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-21 16:00:00+00:00,,0.0001,0.0,0.0001,,-0.10377157800240652,5.119872943561333,5.016101365558926,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-22 00:00:00+00:00,,-0.001471,-0.00295553,0.00148453,34.88798114517944,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-22 00:00:00+00:00,,-0.001471,-0.00295553,0.00148453,,5.119872943561333,10.579771476936097,5.459898533374764,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-22 08:00:00+00:00,,0.003333,0.00402973,-0.0006967299999999996,-0.15697642475832219,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-22 08:00:00+00:00,,0.003333,0.00402973,-0.0006967299999999996,,10.579771476936097,9.42917427741947,-1.1505971995166266,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-22 16:00:00+00:00,,0.0001,0.0,0.0001,-1.3966950057806713,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-22 16:00:00+00:00,,0.0001,0.0,0.0001,,9.42917427741947,3.0706243602861263,-6.3585499171333435,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-23 00:00:00+00:00,,0.0001,0.0,0.0001,8.938162031628739,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-23 00:00:00+00:00,,0.0001,0.0,0.0001,,3.0706243602861263,51.7149124404341,48.64428808014797,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-23 08:00:00+00:00,,0.003,0.00580329,-0.00280329,70.43179659531049,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-23 08:00:00+00:00,,0.003,0.00580329,-0.00280329,,51.7149124404341,82.66500710402362,30.950094663589518,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-23 16:00:00+00:00,,0.001,0.00032709,0.0006729100000000001,57.77937477542325,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-23 16:00:00+00:00,,0.001,0.00032709,0.0006729100000000001,,82.66500710402362,62.18151023123141,-20.48349687279221,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-24 00:00:00+00:00,,0.001,0.0,0.001,34.31467236305357,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-24 00:00:00+00:00,,0.001,0.0,0.001,,62.18151023123141,138.01372796123977,75.83221773000835,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-24 08:00:00+00:00,,0.001,0.00243107,-0.00143107,112.37590281681732,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-24 08:00:00+00:00,,0.001,0.00243107,-0.00143107,,138.01372796123977,59.000432899191615,-79.01329506204814,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-24 16:00:00+00:00,,0.001237,-0.00112959,0.00236659,45.732155348251965,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-24 16:00:00+00:00,,0.001237,-0.00112959,0.00236659,,59.000432899191615,102.5946847339326,43.59425183474098,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-25 00:00:00+00:00,,0.003,0.00603242,-0.00303242,196.14188327231238,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-25 00:00:00+00:00,,0.003,0.00603242,-0.00303242,,102.5946847339326,170.14153741842588,67.54685268449329,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-25 08:00:00+00:00,,0.003,0.0,0.003,137.8206460732548,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-25 08:00:00+00:00,,0.003,0.0,0.003,,170.14153741842588,159.52720327080226,-10.614334147623623,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-25 16:00:00+00:00,,0.0001,-0.00058133,0.0006813300000000001,163.03182728456235,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-25 16:00:00+00:00,,0.0001,-0.00058133,0.0006813300000000001,,159.52720327080226,184.27165713987395,24.74445386907169,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-26 00:00:00+00:00,,0.0001,-0.00036501,0.00046500999999999997,171.49444014066717,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-26 00:00:00+00:00,,0.0001,-0.00036501,0.00046500999999999997,,184.27165713987395,193.85643618271303,9.584779042839074,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-26 08:00:00+00:00,,0.003,0.00458019,-0.0015801899999999995,132.15538608731595,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-26 08:00:00+00:00,,0.003,0.00458019,-0.0015801899999999995,,193.85643618271303,158.86089517211857,-34.99554101059445,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-26 16:00:00+00:00,,0.000176,0.00030982,-0.00013382,111.6504718394881,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-26 16:00:00+00:00,,0.000176,0.00030982,-0.00013382,,158.86089517211857,130.8785327977058,-27.982362374412787,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-27 00:00:00+00:00,,0.000336,0.0,0.000336,160.07214519219983,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-27 00:00:00+00:00,,0.000336,0.0,0.000336,,130.8785327977058,160.6147024227604,29.7361696250546,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-27 08:00:00+00:00,,0.000279,0.0,0.000279,131.056573130019,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-27 08:00:00+00:00,,0.000279,0.0,0.000279,,160.6147024227604,131.56967980954875,-29.045022613211643,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-27 16:00:00+00:00,,0.000218,0.0,0.000218,150.84177355743108,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-27 16:00:00+00:00,,0.000218,0.0,0.000218,,131.56967980954875,116.21930566126666,-15.350374148282086,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-28 00:00:00+00:00,,0.000127,0.0,0.000127,127.45468810855749,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-28 00:00:00+00:00,,0.000127,0.0,0.000127,,116.21930566126666,155.68828374897387,39.468978087707214,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-28 08:00:00+00:00,,0.000267,0.00012761,0.00013938999999999998,170.19512495728378,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-28 08:00:00+00:00,,0.000267,0.00012761,0.00013938999999999998,,155.68828374897387,138.15634647064547,-17.5319372783284,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-28 16:00:00+00:00,,0.000275,0.00039503,-0.00012002999999999997,144.9493773204918,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-28 16:00:00+00:00,,0.000275,0.00039503,-0.00012002999999999997,,138.15634647064547,140.95251734365874,2.796170873013267,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-29 00:00:00+00:00,,0.000287,-0.00157443,0.0018614299999999999,156.61125742061998,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-29 00:00:00+00:00,,0.000287,-0.00157443,0.0018614299999999999,,140.95251734365874,277.4574635822362,136.50494623857745,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-29 08:00:00+00:00,,0.0005,0.00288018,-0.00238018,185.40453346230362,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-29 08:00:00+00:00,,0.0005,0.00288018,-0.00238018,,277.4574635822362,162.79694272077091,-114.66052086146527,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-29 16:00:00+00:00,,0.0001,-0.00129015,0.0013901500000000002,144.02874693813945,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-29 16:00:00+00:00,,0.0001,-0.00129015,0.0013901500000000002,,162.79694272077091,140.69288949171255,-22.104053229058366,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-30 00:00:00+00:00,,0.0001,0.00023107,-0.00013107,178.30265138358197,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-30 00:00:00+00:00,,0.0001,0.00023107,-0.00013107,,140.69288949171255,99.88776331620419,-40.80512617550836,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-30 08:00:00+00:00,,0.003,0.00073258,0.00226742,77.15740748792028,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-30 08:00:00+00:00,,0.003,0.00073258,0.00226742,,99.88776331620419,47.394877060473846,-52.49288625573034,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-06-30 16:00:00+00:00,,0.0001,0.00017477,-7.477e-05,69.75260427842707,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-06-30 16:00:00+00:00,,0.0001,0.00017477,-7.477e-05,,47.394877060473846,59.67565597667648,12.280778916202635,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-01 00:00:00+00:00,,0.0001,0.0,0.0001,73.27235978058816,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-01 00:00:00+00:00,,0.0001,0.0,0.0001,,59.67565597667648,110.18544203929586,50.50978606261938,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-01 08:00:00+00:00,,0.003,0.00238242,0.00061758,161.19114678472621,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-01 08:00:00+00:00,,0.003,0.00238242,0.00061758,,110.18544203929586,146.89821537870705,36.712773339411186,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-01 16:00:00+00:00,,0.0001,-0.00199192,0.0020919199999999997,143.2079714713156,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-01 16:00:00+00:00,,0.0001,-0.00199192,0.0020919199999999997,,146.89821537870705,161.81635725037603,14.918141871668979,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-02 00:00:00+00:00,,0.0001,-0.0016916,0.0017916,71.90322915585043,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-02 00:00:00+00:00,,0.0001,-0.0016916,0.0017916,,161.81635725037603,137.85893959687635,-23.957417653499675,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-02 08:00:00+00:00,,0.003,0.00534933,-0.00234933,105.56422975418991,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-02 08:00:00+00:00,,0.003,0.00534933,-0.00234933,,137.85893959687635,105.35118728322507,-32.50775231365128,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-02 16:00:00+00:00,,0.0001,-0.00149748,0.00159748,39.84161383043195,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-02 16:00:00+00:00,,0.0001,-0.00149748,0.00159748,,105.35118728322507,63.37192922656264,-41.97925805666243,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-03 00:00:00+00:00,,0.0001,0.00074962,-0.00064962,34.80553181410919,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-03 00:00:00+00:00,,0.0001,0.00074962,-0.00064962,,63.37192922656264,60.89231933907147,-2.479609887491172,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-03 08:00:00+00:00,,0.002393,0.00024412,0.00214888,39.81378037857882,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-03 08:00:00+00:00,,0.002393,0.00024412,0.00214888,,60.89231933907147,55.88693308798623,-5.005386251085241,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-03 16:00:00+00:00,,0.0001,0.0,0.0001,45.129157892424736,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-03 16:00:00+00:00,,0.0001,0.0,0.0001,,55.88693308798623,50.65559794141687,-5.231335146569357,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-04 00:00:00+00:00,,0.0001,0.00054917,-0.00044917,49.49731220954263,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-04 00:00:00+00:00,,0.0001,0.00054917,-0.00044917,,50.65559794141687,42.73345931058237,-7.922138630834503,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-04 08:00:00+00:00,,0.0001,0.0,0.0001,48.24244155182947,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-04 08:00:00+00:00,,0.0001,0.0,0.0001,,42.73345931058237,47.012355492899616,4.278896182317247,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-04 16:00:00+00:00,,0.0001,0.0,0.0001,51.94772798847643,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-04 16:00:00+00:00,,0.0001,0.0,0.0001,,47.012355492899616,56.63460698826096,9.622251495361347,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-05 00:00:00+00:00,,0.0001,0.0,0.0001,57.05017059119677,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-05 00:00:00+00:00,,0.0001,0.0,0.0001,,56.63460698826096,46.37852772843881,-10.256079259822151,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-05 08:00:00+00:00,,0.0001,0.0,0.0001,39.42627965468085,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-05 08:00:00+00:00,,0.0001,0.0,0.0001,,46.37852772843881,61.15085916957133,14.772331441132522,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-05 16:00:00+00:00,,0.0001,0.0,0.0001,55.94663551689103,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-05 16:00:00+00:00,,0.0001,0.0,0.0001,,61.15085916957133,41.12363372138021,-20.027225448191125,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-06 00:00:00+00:00,,0.0001,0.0,0.0001,72.63407887481843,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-06 00:00:00+00:00,,0.0001,0.0,0.0001,,41.12363372138021,67.3024452355579,26.17881151417769,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-06 08:00:00+00:00,,0.002712,0.00247467,0.00023733,54.87004121754317,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-06 08:00:00+00:00,,0.002712,0.00247467,0.00023733,,67.3024452355579,51.51117625739038,-15.791268978167516,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-06 16:00:00+00:00,,0.0001,0.0,0.0001,43.307402357847465,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-06 16:00:00+00:00,,0.0001,0.0,0.0001,,51.51117625739038,25.93203246306257,-25.579143794327813,,real_settlement_plus_minus_4h,PRE_20260716
settlement,gate/binance,2026-07-07 00:00:00+00:00,,0.0001,-0.00187311,0.00197311,27.979571541740892,,,,,real_settlement_event,PRE_20260716
settlement_window,gate/binance,2026-07-07 00:00:00+00:00,,0.0001,-0.00187311,0.00197311,,25.93203246306257,67.9468138024454,42.014781339382836,,real_settlement_plus_minus_4h,PRE_20260716
