pair,long_exchange,short_exchange,date,daily_net_rate,daily_cashflow_10000,event_count,week,weekly_cashflow_10000
long okx / short bitget,okx,bitget,2026-06-26 00:00:00+00:00,0.0019600735298432002,19.600735298432003,3,2026-06-22/2026-06-28,-65.64275830842799
long okx / short bitget,okx,bitget,2026-06-27 00:00:00+00:00,0.0,0.0,3,2026-06-22/2026-06-28,-65.64275830842799
long okx / short bitget,okx,bitget,2026-06-28 00:00:00+00:00,-0.0017924287704545,-17.924287704544998,3,2026-06-22/2026-06-28,-65.64275830842799
long okx / short bitget,okx,bitget,2026-06-29 00:00:00+00:00,0.0005409201515983,5.409201515983,3,2026-06-29/2026-07-05,-29.557415928985
long okx / short bitget,okx,bitget,2026-06-30 00:00:00+00:00,-0.0006363459089524998,-6.363459089525,3,2026-06-29/2026-07-05,-29.557415928985
long okx / short bitget,okx,bitget,2026-07-01 00:00:00+00:00,-0.0007199340714655997,-7.199340714655998,3,2026-06-29/2026-07-05,-29.557415928985
long okx / short bitget,okx,bitget,2026-07-02 00:00:00+00:00,-0.0012792490031749001,-12.792490031749002,3,2026-06-29/2026-07-05,-29.557415928985
long okx / short bitget,okx,bitget,2026-07-03 00:00:00+00:00,0.0010945596220429,10.945596220429,3,2026-06-29/2026-07-05,-29.557415928985
long okx / short bitget,okx,bitget,2026-07-04 00:00:00+00:00,-0.000984823039531,-9.84823039531,3,2026-06-29/2026-07-05,-29.557415928985
long okx / short bitget,okx,bitget,2026-07-05 00:00:00+00:00,-0.0009708693434157,-9.708693434157,3,2026-06-29/2026-07-05,-29.557415928985
long okx / short bitget,okx,bitget,2026-07-06 00:00:00+00:00,-0.0003632255706685002,-3.632255706685002,3,2026-07-06/2026-07-12,-45.379010343577
long okx / short bitget,okx,bitget,2026-07-07 00:00:00+00:00,-6.923345776890018e-05,-0.6923345776890019,3,2026-07-06/2026-07-12,-45.379010343577
long okx / short bitget,okx,bitget,2026-07-08 00:00:00+00:00,-0.0013210866261748,-13.210866261747999,3,2026-07-06/2026-07-12,-45.379010343577
long okx / short bitget,okx,bitget,2026-07-09 00:00:00+00:00,-0.0010538760576905,-10.538760576905,3,2026-07-06/2026-07-12,-45.379010343577
long okx / short bitget,okx,bitget,2026-07-10 00:00:00+00:00,-0.0012949955005049,-12.949955005049,3,2026-07-06/2026-07-12,-45.379010343577
long okx / short bitget,okx,bitget,2026-07-11 00:00:00+00:00,-9.0284932114e-05,-0.90284932114,3,2026-07-06/2026-07-12,-45.379010343577
long okx / short bitget,okx,bitget,2026-07-12 00:00:00+00:00,-0.0003451988894361,-3.451988894361,3,2026-07-06/2026-07-12,-45.379010343577
long okx / short bitget,okx,bitget,2026-07-13 00:00:00+00:00,-0.008599141113759,-85.99141113758999,5,2026-07-13/2026-07-19,-100.87064642791199
long okx / short bitget,okx,bitget,2026-07-14 00:00:00+00:00,-0.0026472290800922,-26.472290800921996,6,2026-07-13/2026-07-19,-100.87064642791199
long okx / short bitget,okx,bitget,2026-07-15 00:00:00+00:00,0.0030562508997472,30.562508997472,6,2026-07-13/2026-07-19,-100.87064642791199
long okx / short bitget,okx,bitget,2026-07-16 00:00:00+00:00,0.0016737858497109,16.737858497109002,6,2026-07-13/2026-07-19,-100.87064642791199
long okx / short bitget,okx,bitget,2026-07-17 00:00:00+00:00,-0.0041731512387785,-41.731512387785,6,2026-07-13/2026-07-19,-100.87064642791199
long okx / short bitget,okx,bitget,2026-07-18 00:00:00+00:00,0.0011719374247817999,11.719374247818001,6,2026-07-13/2026-07-19,-100.87064642791199
long okx / short bitget,okx,bitget,2026-07-19 00:00:00+00:00,-0.0005695173844014,-5.695173844014,6,2026-07-13/2026-07-19,-100.87064642791199
long okx / short bitget,okx,bitget,2026-07-20 00:00:00+00:00,0.0016064881611853,16.064881611853,6,2026-07-20/2026-07-26,4.348214077686
long okx / short bitget,okx,bitget,2026-07-21 00:00:00+00:00,-7.538487744069991e-05,-0.7538487744070004,6,2026-07-20/2026-07-26,4.348214077686
long okx / short bitget,okx,bitget,2026-07-22 00:00:00+00:00,-0.001096281875976,-10.96281875976,6,2026-07-20/2026-07-26,4.348214077686
long okx / short gate,okx,gate,2026-07-16 00:00:00+00:00,5e-05,0.5,1,2026-07-13/2026-07-19,74.672688016019
long okx / short gate,okx,gate,2026-07-17 00:00:00+00:00,0.0012738487612215,12.738487612214996,9,2026-07-13/2026-07-19,74.672688016019
long okx / short gate,okx,gate,2026-07-18 00:00:00+00:00,0.0041719374247818,41.719374247818,9,2026-07-13/2026-07-19,74.672688016019
long okx / short gate,okx,gate,2026-07-19 00:00:00+00:00,0.0019714826155986,19.714826155986,9,2026-07-13/2026-07-19,74.672688016019
long okx / short gate,okx,gate,2026-07-20 00:00:00+00:00,0.0008114881611853,8.114881611852997,9,2026-07-20/2026-07-26,-16.051785922314004
long okx / short gate,okx,gate,2026-07-21 00:00:00+00:00,-0.00033538487744070005,-3.353848774407,9,2026-07-20/2026-07-26,-16.051785922314004
long okx / short gate,okx,gate,2026-07-22 00:00:00+00:00,-0.0020812818759759996,-20.81281875976,9,2026-07-20/2026-07-26,-16.051785922314004
long okx / short hyperliquid,okx,hyperliquid,2026-07-19 00:00:00+00:00,0.00026198489999999997,2.6198490000000003,7,2026-07-13/2026-07-19,2.6198490000000003
long okx / short hyperliquid,okx,hyperliquid,2026-07-20 00:00:00+00:00,-0.0013248144388147,-13.248144388147002,27,2026-07-20/2026-07-26,-17.809338922314
long okx / short hyperliquid,okx,hyperliquid,2026-07-21 00:00:00+00:00,0.0003895587225593002,3.895587225593,27,2026-07-20/2026-07-26,-17.809338922314
long okx / short hyperliquid,okx,hyperliquid,2026-07-22 00:00:00+00:00,-0.0008456781759759999,-8.456781759759998,27,2026-07-20/2026-07-26,-17.809338922314
