analysis_scope,exchange,global_start,global_end,duration_hours,available_first_event,available_last_event,event_count,median_event_interval_hours,missing_gap_count,duplicate_count,data_quality,warnings
FUNDING_ONLY_GLOBAL_WINDOW,binance,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00,1023.0,2026-06-10 08:00:00.001000+00:00,2026-07-23 08:00:00.001000+00:00,152,8.0,0,0,OK,
FUNDING_ONLY_GLOBAL_WINDOW,bitget,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00,1023.0,2026-06-10 08:00:00+00:00,2026-07-23 04:00:00+00:00,153,8.0,0,0,OK,
FUNDING_ONLY_GLOBAL_WINDOW,gate,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00,1023.0,2026-06-10 08:00:02+00:00,2026-07-23 08:00:03+00:00,152,8.0,0,0,OK,
FUNDING_ONLY_GLOBAL_WINDOW,hyperliquid,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00,1023.0,2026-06-10 06:00:00.052000+00:00,2026-07-23 09:00:00.020000+00:00,1023,1.0000004166666667,0,0,OK,
FUNDING_ONLY_GLOBAL_WINDOW,okx,2026-06-10 09:00:00+00:00,2026-07-23 00:00:00+00:00,1023.0,2026-06-10 08:00:00+00:00,2026-07-23 00:00:00+00:00,131,8.0,0,0,OK,
