pair,long_exchange,short_exchange,funding_time,long_rate,short_rate,net_rate,net_cashflow_10000,cumulative_cashflow,long_interval_hours,short_interval_hours,session,regime,date,week
long binance / short gate,binance,gate,2026-07-23 04:00:00.001000+00:00,0.00063342,0.0,-0.00063342,-6.3342,82.28659999999995,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-23 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-23 04:00:00.001000+00:00,0.00063342,0.0,-0.00063342,-6.3342,-19.746803999999997,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-23 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-20 12:00:00.001000+00:00,0.00060173,0.0,-0.00060173,-6.0173,93.6056,4.0,,US_PREMARKET,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-20 12:00:00.001000+00:00,0.0,0.00060173,0.00060173,6.0173,18.241615,,4.0,US_PREMARKET,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-20 12:00:00.001000+00:00,0.00060173,0.0,-0.00060173,-6.0173,-18.241615,4.0,,US_PREMARKET,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-20 12:00:00.001000+00:00,0.0,0.00060173,0.00060173,6.0173,-93.6056,,4.0,US_PREMARKET,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-19 08:00:00+00:00,0.0,0.0005695173844014,0.0005695173844014,5.695173844014,-58.692688016019,,8.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-19 08:00:00+00:00,0.0005695173844014,0.0,-0.0005695173844014,-5.695173844014,58.692688016019,8.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short hyperliquid,binance,hyperliquid,2026-07-20 20:00:00.001000+00:00,-0.00055024,0.0,0.00055024,5.5024,-19.436158,4.0,,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-20 20:00:00.001000+00:00,0.0,-0.00055024,-0.00055024,-5.5024,19.436158,,4.0,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-20 20:00:00.001000+00:00,0.0,-0.00055024,-0.00055024,-5.5024,-101.72039999999998,,4.0,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-20 20:00:00.001000+00:00,-0.00055024,0.0,0.00055024,5.5024,101.72039999999998,4.0,,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-20 08:00:00.001000+00:00,0.0,0.00052817,0.00052817,5.2817,11.87892,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-20 08:00:00.001000+00:00,0.00052817,0.0,-0.00052817,-5.2817,94.6229,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-20 08:00:00.001000+00:00,0.0,0.00052817,0.00052817,5.2817,-94.6229,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-20 08:00:00.001000+00:00,0.00052817,0.0,-0.00052817,-5.2817,-11.87892,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-20 15:00:00.053000+00:00,-0.0005133502,0.0,0.0005133502,5.133502000000001,24.796577,1.0,,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short gate,hyperliquid,gate,2026-07-20 15:00:00.053000+00:00,-0.0005133502,0.0,0.0005133502,5.133502000000001,18.432977,1.0,,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-20 15:00:00.053000+00:00,0.0,-0.0005133502,-0.0005133502,-5.133502000000001,-24.796577,,1.0,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short hyperliquid,bitget,hyperliquid,2026-07-20 15:00:00.053000+00:00,0.0,-0.0005133502,-0.0005133502,-5.133502000000001,-22.382977,,1.0,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-20 15:00:00.053000+00:00,-0.0005133502,0.0,0.0005133502,5.133502000000001,15.724906046980003,1.0,,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short hyperliquid,gate,hyperliquid,2026-07-20 15:00:00.053000+00:00,0.0,-0.0005133502,-0.0005133502,-5.133502000000001,-18.432977,,1.0,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short bitget,hyperliquid,bitget,2026-07-20 15:00:00.053000+00:00,-0.0005133502,0.0,0.0005133502,5.133502000000001,22.382977,1.0,,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short hyperliquid,okx,hyperliquid,2026-07-20 15:00:00.053000+00:00,0.0,-0.0005133502,-0.0005133502,-5.133502000000001,-15.724906046980003,,1.0,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-22 00:00:00+00:00,0.0,0.0005027897230029,0.0005027897230029,5.027897230029,11.760605392583006,,8.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-22 00:00:00+00:00,0.0005027897230029,0.0,-0.0005027897230029,-5.027897230029,74.405823623436,8.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short hyperliquid,okx,hyperliquid,2026-07-22 00:00:00+00:00,0.0005027897230029,0.0,-0.0005027897230029,-5.027897230029,-11.760605392583006,8.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-22 00:00:00+00:00,0.0,0.0005027897230029,0.0005027897230029,5.027897230029,-74.405823623436,,8.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-17 16:00:03+00:00,0.0,0.0005,0.0005,5.0,8.238487612215,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short hyperliquid,gate,hyperliquid,2026-07-20 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-10.096038,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short bitget,gate,bitget,2026-07-20 04:00:02+00:00,0.0005,0.0,-0.0005,-5.0,-99.85,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short hyperliquid,gate,hyperliquid,2026-07-20 00:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-4.691341999999999,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short hyperliquid,gate,hyperliquid,2026-07-19 20:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-3.6253789999999997,4.0,,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-20 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-100.92999999999999,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-17 04:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-9.075354478243,4.0,,KRX_REGULAR_EARLIER,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short hyperliquid,gate,hyperliquid,2026-07-20 04:00:02+00:00,0.0005,0.0,-0.0005,-5.0,-7.062187999999999,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-18 00:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-28.993707825766002,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-20 00:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-115.38,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short bitget,gate,bitget,2026-07-19 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-99.4,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-19 00:00:02+00:00,0.0005,0.0,-0.0005,-5.0,-89.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-18 20:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-84.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-18 16:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-79.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-18 12:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-74.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-18 08:00:02+00:00,0.0005,0.0,-0.0005,-5.0,-69.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-18 04:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-64.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-18 00:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-59.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-17 20:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-54.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-17 16:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-49.97,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-19 20:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-110.38,4.0,,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short okx,gate,okx,2026-07-17 16:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-8.238487612215,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short okx,gate,okx,2026-07-17 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-23.987686332563,4.0,,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short okx,gate,okx,2026-07-19 20:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-74.672688016019,4.0,,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-19 20:00:01+00:00,0.0,0.0005,0.0005,5.0,103.4,,4.0,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-20 00:00:03+00:00,0.0,0.0005,0.0005,5.0,111.5583,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-20 04:00:02+00:00,0.0,0.0005,0.0005,5.0,99.9046,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-17 04:00:01+00:00,0.0,0.0005,0.0005,5.0,9.075354478243,,4.0,KRX_REGULAR_EARLIER,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short okx,gate,okx,2026-07-20 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-71.88075896903901,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-20 08:00:03+00:00,0.0,0.0005,0.0005,5.0,99.6229,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-20 04:00:02+00:00,0.0005,0.0,-0.0005,-5.0,-73.676765549864,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-20 00:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-68.676765549864,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-17 08:00:03+00:00,0.0,0.0005,0.0005,5.0,23.987686332563,,4.0,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-17 12:00:01+00:00,0.0,0.0005,0.0005,5.0,28.987686332563,,4.0,US_PREMARKET,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-17 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-39.97,4.0,,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-18 00:00:03+00:00,0.0,0.0005,0.0005,5.0,28.993707825766002,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-17 08:00:03+00:00,0.0,0.0005,0.0005,5.0,39.97,,4.0,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-19 08:00:03+00:00,0.0,0.0005,0.0005,5.0,63.692688016019,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-19 20:00:01+00:00,0.0,0.0005,0.0005,5.0,74.672688016019,,4.0,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-20 00:00:03+00:00,0.0,0.0005,0.0005,5.0,68.676765549864,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short gate,bitget,gate,2026-07-20 08:00:03+00:00,0.0,0.0005,0.0005,5.0,100.92999999999999,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short gate,bitget,gate,2026-07-20 04:00:02+00:00,0.0,0.0005,0.0005,5.0,99.85,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short gate,bitget,gate,2026-07-17 04:00:01+00:00,0.0,0.0005,0.0005,5.0,34.97,,4.0,KRX_REGULAR_EARLIER,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-20 00:00:03+00:00,0.0,0.0005,0.0005,5.0,115.38,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short gate,bitget,gate,2026-07-19 20:00:01+00:00,0.0,0.0005,0.0005,5.0,110.38,,4.0,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-17 12:00:01+00:00,0.0,0.0005,0.0005,5.0,44.97,,4.0,US_PREMARKET,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-17 16:00:03+00:00,0.0,0.0005,0.0005,5.0,49.97,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-19 08:00:03+00:00,0.0,0.0005,0.0005,5.0,99.4,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-17 20:00:01+00:00,0.0,0.0005,0.0005,5.0,54.97,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-18 00:00:03+00:00,0.0,0.0005,0.0005,5.0,59.97,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-19 00:00:02+00:00,0.0,0.0005,0.0005,5.0,89.97,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-18 04:00:01+00:00,0.0,0.0005,0.0005,5.0,64.97,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-18 20:00:01+00:00,0.0,0.0005,0.0005,5.0,84.97,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short gate,bitget,gate,2026-07-18 08:00:02+00:00,0.0,0.0005,0.0005,5.0,69.97,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short binance,gate,binance,2026-07-18 16:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-74.3793,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short binance,gate,binance,2026-07-20 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-99.6229,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-20 04:00:02+00:00,0.0005,0.0,-0.0005,-5.0,-99.9046,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-20 00:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-111.5583,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-19 20:00:01+00:00,0.0005,0.0,-0.0005,-5.0,-103.4,4.0,,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short binance,gate,binance,2026-07-19 08:00:03+00:00,0.0005,0.0,-0.0005,-5.0,-92.9916,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-19 08:00:03+00:00,0.0,0.0005,0.0005,5.0,92.9916,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-18 20:00:01+00:00,0.0,0.0005,0.0005,5.0,79.3793,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long hyperliquid / short gate,hyperliquid,gate,2026-07-19 20:00:01+00:00,0.0,0.0005,0.0005,5.0,3.6253789999999997,,4.0,BOTH_PRIMARY_MARKETS_CLOSED,GATE_REGIME_20260716_19,2026-07-19 00:00:00+00:00,2026-07-13/2026-07-19
long hyperliquid / short gate,hyperliquid,gate,2026-07-20 00:00:03+00:00,0.0,0.0005,0.0005,5.0,4.691341999999999,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short gate,hyperliquid,gate,2026-07-20 04:00:02+00:00,0.0,0.0005,0.0005,5.0,7.062187999999999,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short gate,hyperliquid,gate,2026-07-20 08:00:03+00:00,0.0,0.0005,0.0005,5.0,10.096038,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short gate,hyperliquid,gate,2026-07-21 16:00:03+00:00,0.0,0.000493,0.000493,4.93,24.784633,,4.0,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short hyperliquid,gate,hyperliquid,2026-07-21 16:00:03+00:00,0.000493,0.0,-0.000493,-4.93,-24.784633,4.0,,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short gate,hyperliquid,gate,2026-07-21 00:00:03+00:00,0.0,0.000449,0.000449,4.49,27.091018,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short hyperliquid,gate,hyperliquid,2026-07-21 00:00:03+00:00,0.000449,0.0,-0.000449,-4.49,-27.091018,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-22 22:00:00.043000+00:00,0.0004473368,0.0,-0.0004473368,-4.473368,12.347071922314004,1.0,,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short hyperliquid,bitget,hyperliquid,2026-07-22 22:00:00.043000+00:00,0.0,0.0004473368,0.0004473368,4.473368,-16.695285999999978,,1.0,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-22 22:00:00.043000+00:00,0.0,0.0004473368,0.0004473368,4.473368,-13.643685999999995,,1.0,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short gate,hyperliquid,gate,2026-07-22 22:00:00.043000+00:00,0.0004473368,0.0,-0.0004473368,-4.473368,1.2952859999999964,1.0,,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short hyperliquid,gate,hyperliquid,2026-07-22 22:00:00.043000+00:00,0.0,0.0004473368,0.0004473368,4.473368,-1.2952859999999964,,1.0,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short bitget,hyperliquid,bitget,2026-07-22 22:00:00.043000+00:00,0.0004473368,0.0,-0.0004473368,-4.473368,16.695285999999978,1.0,,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short hyperliquid,okx,hyperliquid,2026-07-22 22:00:00.043000+00:00,0.0,0.0004473368,0.0004473368,4.473368,-12.347071922314004,,1.0,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-22 22:00:00.043000+00:00,0.0004473368,0.0,-0.0004473368,-4.473368,13.643685999999995,1.0,,US_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short gate,hyperliquid,gate,2026-07-22 14:00:00.038000+00:00,0.0004317929,0.0,-0.0004317929,-4.317929,10.300091999999996,1.0,,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
